feature,outcome,horizon_ms,scope,row_count,pearson_corr,high_z_minus_low_z_mean_effect,feature_z_mean,outcome_mean,dominant_sign,threshold_met,outcome_unit
binance_microprice_minus_mid_ticks,hyperliquid_microprice_minus_mid_change_ticks,100,overall,3595,0.02154637,1.1377227,-0.00004329,-0.00126864,positive,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_mid_move_ticks,250,overall,3595,0.03028834,10,-0.00004329,-0.55910987,positive,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_spread_change_ticks,250,overall,3595,-0.0032177,0,-0.00004329,0,negative,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_top5_imbalance_change,250,overall,3595,0.05449952,0.22754454,-0.00004329,-0.00025373,positive,true,unitless
binance_microprice_minus_mid_ticks,hyperliquid_microprice_minus_mid_change_ticks,250,overall,3595,0.02154637,1.1377227,-0.00004329,-0.00126864,positive,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_mid_move_ticks,500,overall,3595,0.03028834,10,-0.00004329,-0.55910987,positive,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_spread_change_ticks,500,overall,3595,-0.0032177,0,-0.00004329,0,negative,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_top5_imbalance_change,500,overall,3595,0.05449952,0.22754454,-0.00004329,-0.00025373,positive,true,unitless
binance_microprice_minus_mid_ticks,hyperliquid_microprice_minus_mid_change_ticks,500,overall,3595,0.02154637,1.1377227,-0.00004329,-0.00126864,positive,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_mid_move_ticks,1000,overall,3594,0.02682915,-48.66666667,-0.00008679,-1.11853088,negative,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_spread_change_ticks,1000,overall,3594,0.06021496,106.66666667,-0.00008679,0,positive,true,ticks
binance_microprice_minus_mid_ticks,hyperliquid_top5_imbalance_change,1000,overall,3594,0.11506516,2.12067323,-0.00008679,-0.00072508,positive,true,unitless
binance_microprice_minus_mid_ticks,hyperliquid_microprice_minus_mid_change_ticks,1000,overall,3594,0.11511497,71.48015251,-0.00008679,-0.0036254,positive,true,ticks
binance_microprice_minus_mid_ticks,hyperliquid_mid_move_ticks,5000,overall,3586,0.08063371,314.66666667,-0.00063173,-5.85889571,positive,true,ticks
binance_microprice_minus_mid_ticks,hyperliquid_spread_change_ticks,5000,overall,3586,0.0025795,0,-0.00063173,-0.00557724,positive,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_top5_imbalance_change,5000,overall,3586,-0.0405424,1.41893375,-0.00063173,-0.00014344,positive,false,unitless
binance_microprice_minus_mid_ticks,hyperliquid_microprice_minus_mid_change_ticks,5000,overall,3586,-0.02307563,7.09466875,-0.00063173,-0.00350564,positive,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_mid_move_ticks,10000,overall,3576,0.05819354,540.66666667,-0.00144641,-12.04418345,positive,true,ticks
binance_microprice_minus_mid_ticks,hyperliquid_spread_change_ticks,10000,overall,3576,0.00290216,0,-0.00144641,-0.00559284,positive,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_top5_imbalance_change,10000,overall,3576,-0.04631606,1.40736826,-0.00144641,-0.00106306,positive,false,unitless
binance_microprice_minus_mid_ticks,hyperliquid_microprice_minus_mid_change_ticks,10000,overall,3576,-0.03241445,7.03684131,-0.00144641,-0.00811152,positive,false,ticks
binance_top5_bid_qty,hyperliquid_mid_move_ticks,100,overall,3595,0.09145543,8.28140144,0.00005717,-0.55910987,positive,true,ticks
binance_top5_bid_qty,hyperliquid_spread_change_ticks,100,overall,3595,0.0014234,-1.03887712,0.00005717,0,negative,false,ticks
binance_top5_bid_qty,hyperliquid_top5_imbalance_change,100,overall,3595,0.1623597,0.23531001,0.00005717,-0.00025373,positive,true,unitless
binance_top5_bid_qty,hyperliquid_microprice_minus_mid_change_ticks,100,overall,3595,0.05706274,1.43782182,0.00005717,-0.00126864,positive,true,ticks
binance_top5_bid_qty,hyperliquid_mid_move_ticks,250,overall,3595,0.09145543,8.28140144,0.00005717,-0.55910987,positive,true,ticks
binance_top5_bid_qty,hyperliquid_spread_change_ticks,250,overall,3595,0.0014234,-1.03887712,0.00005717,0,negative,false,ticks
binance_top5_bid_qty,hyperliquid_top5_imbalance_change,250,overall,3595,0.1623597,0.23531001,0.00005717,-0.00025373,positive,true,unitless
binance_top5_bid_qty,hyperliquid_microprice_minus_mid_change_ticks,250,overall,3595,0.05706274,1.43782182,0.00005717,-0.00126864,positive,true,ticks
binance_top5_bid_qty,hyperliquid_mid_move_ticks,500,overall,3595,0.09145543,8.28140144,0.00005717,-0.55910987,positive,true,ticks
binance_top5_bid_qty,hyperliquid_spread_change_ticks,500,overall,3595,0.0014234,-1.03887712,0.00005717,0,negative,false,ticks
binance_top5_bid_qty,hyperliquid_top5_imbalance_change,500,overall,3595,0.1623597,0.23531001,0.00005717,-0.00025373,positive,true,unitless
binance_top5_bid_qty,hyperliquid_microprice_minus_mid_change_ticks,500,overall,3595,0.05706274,1.43782182,0.00005717,-0.00126864,positive,true,ticks
binance_top5_bid_qty,hyperliquid_mid_move_ticks,1000,overall,3594,0.14218856,19.72684903,0.00008344,-1.11853088,positive,true,ticks
binance_top5_bid_qty,hyperliquid_spread_change_ticks,1000,overall,3594,0.00335265,-1.12377499,0.00008344,0,negative,false,ticks
binance_top5_bid_qty,hyperliquid_top5_imbalance_change,1000,overall,3594,0.21909647,0.45755529,0.00008344,-0.00072508,positive,true,unitless
binance_top5_bid_qty,hyperliquid_microprice_minus_mid_change_ticks,1000,overall,3594,0.12358032,2.99226777,0.00008344,-0.0036254,positive,true,ticks
binance_top5_bid_qty,hyperliquid_mid_move_ticks,5000,overall,3586,0.17102555,90.61501597,-0.00428857,-5.85889571,positive,true,ticks
binance_top5_bid_qty,hyperliquid_spread_change_ticks,5000,overall,3586,-0.00351484,-0.97988673,-0.00428857,-0.00557724,negative,false,ticks
binance_top5_bid_qty,hyperliquid_top5_imbalance_change,5000,overall,3586,-0.08128001,-0.17418237,-0.00428857,-0.00014344,negative,true,unitless
binance_top5_bid_qty,hyperliquid_microprice_minus_mid_change_ticks,5000,overall,3586,-0.04758724,-1.06145633,-0.00428857,-0.00350564,negative,false,ticks
binance_top5_bid_qty,hyperliquid_mid_move_ticks,10000,overall,3576,0.10384843,87.34220667,-0.00674551,-12.04418345,positive,true,ticks
binance_top5_bid_qty,hyperliquid_spread_change_ticks,10000,overall,3576,0.0107667,-0.57678706,-0.00674551,-0.00559284,negative,false,ticks
binance_top5_bid_qty,hyperliquid_top5_imbalance_change,10000,overall,3576,-0.15943817,-0.50359178,-0.00674551,-0.00106306,negative,true,unitless
binance_top5_bid_qty,hyperliquid_microprice_minus_mid_change_ticks,10000,overall,3576,-0.10257401,-2.76589668,-0.00674551,-0.00811152,negative,true,ticks
binance_top5_ask_qty,hyperliquid_mid_move_ticks,100,overall,3595,-0.00168793,0,0.00005234,-0.55910987,negative,false,ticks
binance_top5_ask_qty,hyperliquid_spread_change_ticks,100,overall,3595,0.00915462,0,0.00005234,0,positive,false,ticks
binance_top5_ask_qty,hyperliquid_top5_imbalance_change,100,overall,3595,-0.02507698,0,0.00005234,-0.00025373,negative,false,unitless
binance_top5_ask_qty,hyperliquid_microprice_minus_mid_change_ticks,100,overall,3595,-0.01914156,0,0.00005234,-0.00126864,negative,false,ticks
binance_top5_ask_qty,hyperliquid_mid_move_ticks,250,overall,3595,-0.00168793,0,0.00005234,-0.55910987,negative,false,ticks
binance_top5_ask_qty,hyperliquid_spread_change_ticks,250,overall,3595,0.00915462,0,0.00005234,0,positive,false,ticks
binance_top5_ask_qty,hyperliquid_top5_imbalance_change,250,overall,3595,-0.02507698,0,0.00005234,-0.00025373,negative,false,unitless
binance_top5_ask_qty,hyperliquid_microprice_minus_mid_change_ticks,250,overall,3595,-0.01914156,0,0.00005234,-0.00126864,negative,false,ticks
binance_top5_ask_qty,hyperliquid_mid_move_ticks,500,overall,3595,-0.00168793,0,0.00005234,-0.55910987,negative,false,ticks
binance_top5_ask_qty,hyperliquid_spread_change_ticks,500,overall,3595,0.00915462,0,0.00005234,0,positive,false,ticks
binance_top5_ask_qty,hyperliquid_top5_imbalance_change,500,overall,3595,-0.02507698,0,0.00005234,-0.00025373,negative,false,unitless
binance_top5_ask_qty,hyperliquid_microprice_minus_mid_change_ticks,500,overall,3595,-0.01914156,0,0.00005234,-0.00126864,negative,false,ticks
binance_top5_ask_qty,hyperliquid_mid_move_ticks,1000,overall,3594,0.00061721,0,0.00010246,-1.11853088,positive,false,ticks
binance_top5_ask_qty,hyperliquid_spread_change_ticks,1000,overall,3594,0.00002505,0,0.00010246,0,positive,false,ticks
binance_top5_ask_qty,hyperliquid_top5_imbalance_change,1000,overall,3594,-0.02946251,0,0.00010246,-0.00072508,negative,false,unitless
binance_top5_ask_qty,hyperliquid_microprice_minus_mid_change_ticks,1000,overall,3594,-0.01539811,0,0.00010246,-0.0036254,negative,false,ticks
binance_top5_ask_qty,hyperliquid_mid_move_ticks,5000,overall,3586,-0.01425238,0,0.00042416,-5.85889571,negative,false,ticks
binance_top5_ask_qty,hyperliquid_spread_change_ticks,5000,overall,3586,-0.00162687,0,0.00042416,-0.00557724,negative,false,ticks
binance_top5_ask_qty,hyperliquid_top5_imbalance_change,5000,overall,3586,-0.01345773,0,0.00042416,-0.00014344,negative,false,unitless
binance_top5_ask_qty,hyperliquid_microprice_minus_mid_change_ticks,5000,overall,3586,-0.0092356,0,0.00042416,-0.00350564,negative,false,ticks
binance_top5_ask_qty,hyperliquid_mid_move_ticks,10000,overall,3576,0.01569629,0,0.00093865,-12.04418345,positive,false,ticks
binance_top5_ask_qty,hyperliquid_spread_change_ticks,10000,overall,3576,0.00738294,0,0.00093865,-0.00559284,positive,false,ticks
binance_top5_ask_qty,hyperliquid_top5_imbalance_change,10000,overall,3576,-0.02120809,0,0.00093865,-0.00106306,negative,false,unitless
binance_top5_ask_qty,hyperliquid_microprice_minus_mid_change_ticks,10000,overall,3576,-0.00469956,0,0.00093865,-0.00811152,negative,false,ticks
binance_top5_total_qty,hyperliquid_mid_move_ticks,100,overall,3595,0.00997095,0,0.00005941,-0.55910987,positive,false,ticks
binance_top5_total_qty,hyperliquid_spread_change_ticks,100,overall,3595,0.00929983,0,0.00005941,0,positive,false,ticks
binance_top5_total_qty,hyperliquid_top5_imbalance_change,100,overall,3595,-0.00429194,0,0.00005941,-0.00025373,negative,false,unitless
binance_top5_total_qty,hyperliquid_microprice_minus_mid_change_ticks,100,overall,3595,-0.0117957,0,0.00005941,-0.00126864,negative,false,ticks
binance_top5_total_qty,hyperliquid_mid_move_ticks,250,overall,3595,0.00997095,0,0.00005941,-0.55910987,positive,false,ticks
binance_top5_total_qty,hyperliquid_spread_change_ticks,250,overall,3595,0.00929983,0,0.00005941,0,positive,false,ticks
binance_top5_total_qty,hyperliquid_top5_imbalance_change,250,overall,3595,-0.00429194,0,0.00005941,-0.00025373,negative,false,unitless
binance_top5_total_qty,hyperliquid_microprice_minus_mid_change_ticks,250,overall,3595,-0.0117957,0,0.00005941,-0.00126864,negative,false,ticks
binance_top5_total_qty,hyperliquid_mid_move_ticks,500,overall,3595,0.00997095,0,0.00005941,-0.55910987,positive,false,ticks
binance_top5_total_qty,hyperliquid_spread_change_ticks,500,overall,3595,0.00929983,0,0.00005941,0,positive,false,ticks
binance_top5_total_qty,hyperliquid_top5_imbalance_change,500,overall,3595,-0.00429194,0,0.00005941,-0.00025373,negative,false,unitless
binance_top5_total_qty,hyperliquid_microprice_minus_mid_change_ticks,500,overall,3595,-0.0117957,0,0.00005941,-0.00126864,negative,false,ticks
binance_top5_total_qty,hyperliquid_mid_move_ticks,1000,overall,3594,0.0187309,0,0.00011269,-1.11853088,positive,false,ticks
binance_top5_total_qty,hyperliquid_spread_change_ticks,1000,overall,3594,0.00045211,0,0.00011269,0,positive,false,ticks
binance_top5_total_qty,hyperliquid_top5_imbalance_change,1000,overall,3594,-0.00143132,0,0.00011269,-0.00072508,negative,false,unitless
binance_top5_total_qty,hyperliquid_microprice_minus_mid_change_ticks,1000,overall,3594,0.00040794,0,0.00011269,-0.0036254,positive,false,ticks
binance_top5_total_qty,hyperliquid_mid_move_ticks,5000,overall,3586,0.0074559,0,-0.00012392,-5.85889571,positive,false,ticks
binance_top5_total_qty,hyperliquid_spread_change_ticks,5000,overall,3586,-0.00206546,0,-0.00012392,-0.00557724,negative,false,ticks
binance_top5_total_qty,hyperliquid_top5_imbalance_change,5000,overall,3586,-0.02369501,0,-0.00012392,-0.00014344,negative,false,unitless
binance_top5_total_qty,hyperliquid_microprice_minus_mid_change_ticks,5000,overall,3586,-0.01522391,0,-0.00012392,-0.00350564,negative,false,ticks
binance_top5_total_qty,hyperliquid_mid_move_ticks,10000,overall,3576,0.02875252,0,0.00007551,-12.04418345,positive,false,ticks
binance_top5_total_qty,hyperliquid_spread_change_ticks,10000,overall,3576,0.00871368,0,0.00007551,-0.00559284,positive,false,ticks
binance_top5_total_qty,hyperliquid_top5_imbalance_change,10000,overall,3576,-0.04126477,0,0.00007551,-0.00106306,negative,false,unitless
binance_top5_total_qty,hyperliquid_microprice_minus_mid_change_ticks,10000,overall,3576,-0.01763852,0,0.00007551,-0.00811152,negative,false,ticks
binance_mid_move_ticks_from_prev,hyperliquid_mid_move_ticks,100,overall,3594,0.0280717,10.5952381,-0.00000071,-0.55926544,positive,false,ticks
binance_mid_move_ticks_from_prev,hyperliquid_spread_change_ticks,100,overall,3594,-0.01461923,-5.06802721,-0.00000071,0,negative,false,ticks
binance_mid_move_ticks_from_prev,hyperliquid_top5_imbalance_change,100,overall,3594,0.03493438,0.33250619,-0.00000071,-0.00048426,positive,false,unitless
binance_mid_move_ticks_from_prev,hyperliquid_microprice_minus_mid_change_ticks,100,overall,3594,0.02657406,3.60924713,-0.00000071,-0.00242132,positive,false,ticks
binance_mid_move_ticks_from_prev,hyperliquid_mid_move_ticks,250,overall,3594,0.0280717,10.5952381,-0.00000071,-0.55926544,positive,false,ticks
binance_mid_move_ticks_from_prev,hyperliquid_spread_change_ticks,250,overall,3594,-0.01461923,-5.06802721,-0.00000071,0,negative,false,ticks
binance_mid_move_ticks_from_prev,hyperliquid_top5_imbalance_change,250,overall,3594,0.03493438,0.33250619,-0.00000071,-0.00048426,positive,false,unitless
binance_mid_move_ticks_from_prev,hyperliquid_microprice_minus_mid_change_ticks,250,overall,3594,0.02657406,3.60924713,-0.00000071,-0.00242132,positive,false,ticks
binance_mid_move_ticks_from_prev,hyperliquid_mid_move_ticks,500,overall,3594,0.0280717,10.5952381,-0.00000071,-0.55926544,positive,false,ticks
binance_mid_move_ticks_from_prev,hyperliquid_spread_change_ticks,500,overall,3594,-0.01461923,-5.06802721,-0.00000071,0,negative,false,ticks
binance_mid_move_ticks_from_prev,hyperliquid_top5_imbalance_change,500,overall,3594,0.03493438,0.33250619,-0.00000071,-0.00048426,positive,false,unitless
binance_mid_move_ticks_from_prev,hyperliquid_microprice_minus_mid_change_ticks,500,overall,3594,0.02657406,3.60924713,-0.00000071,-0.00242132,positive,false,ticks
binance_mid_move_ticks_from_prev,hyperliquid_mid_move_ticks,1000,overall,3593,0.09806044,38.82653061,-0.00000142,-1.12301698,positive,true,ticks
binance_mid_move_ticks_from_prev,hyperliquid_spread_change_ticks,1000,overall,3593,0.00258631,7.92517007,-0.00000142,-0.00278319,positive,false,ticks
binance_mid_move_ticks_from_prev,hyperliquid_top5_imbalance_change,1000,overall,3593,0.09139013,0.92340124,-0.00000142,-0.00096379,positive,true,unitless
binance_mid_move_ticks_from_prev,hyperliquid_microprice_minus_mid_change_ticks,1000,overall,3593,0.09806913,11.88564789,-0.00000142,-0.00621043,positive,true,ticks
binance_mid_move_ticks_from_prev,hyperliquid_mid_move_ticks,5000,overall,3585,0.07431663,112.89115646,-0.0000071,-5.90516039,positive,true,ticks
binance_mid_move_ticks_from_prev,hyperliquid_spread_change_ticks,5000,overall,3585,-0.00208584,-0.40816327,-0.0000071,-0.0055788,negative,false,ticks
binance_mid_move_ticks_from_prev,hyperliquid_top5_imbalance_change,5000,overall,3585,-0.00860826,0.10468601,-0.0000071,-0.00032964,positive,false,unitless
binance_mid_move_ticks_from_prev,hyperliquid_microprice_minus_mid_change_ticks,5000,overall,3585,-0.00557658,0.3430618,-0.0000071,-0.00443743,positive,false,ticks
binance_mid_move_ticks_from_prev,hyperliquid_mid_move_ticks,10000,overall,3575,0.06369849,128.67346939,-0.00001423,-12.14545455,positive,true,ticks
binance_mid_move_ticks_from_prev,hyperliquid_spread_change_ticks,10000,overall,3575,-0.00189109,-0.95238095,-0.00001423,-0.00559441,negative,false,ticks
binance_mid_move_ticks_from_prev,hyperliquid_top5_imbalance_change,10000,overall,3575,0.00577585,0.11611981,-0.00001423,-0.00104644,positive,false,unitless
binance_mid_move_ticks_from_prev,hyperliquid_microprice_minus_mid_change_ticks,10000,overall,3575,0.00833987,1.16045891,-0.00001423,-0.00802922,positive,false,ticks
binance_rolling_abs_mid_move_ticks_5,hyperliquid_mid_move_ticks,100,overall,3594,0.02776517,0,0.00006003,-0.55926544,positive,false,ticks
binance_rolling_abs_mid_move_ticks_5,hyperliquid_spread_change_ticks,100,overall,3594,0.01401583,0,0.00006003,0,positive,false,ticks
binance_rolling_abs_mid_move_ticks_5,hyperliquid_top5_imbalance_change,100,overall,3594,0.00028155,0,0.00006003,-0.00048426,positive,false,unitless
binance_rolling_abs_mid_move_ticks_5,hyperliquid_microprice_minus_mid_change_ticks,100,overall,3594,-0.00959245,0,0.00006003,-0.00242132,negative,false,ticks
binance_rolling_abs_mid_move_ticks_5,hyperliquid_mid_move_ticks,250,overall,3594,0.02776517,0,0.00006003,-0.55926544,positive,false,ticks
binance_rolling_abs_mid_move_ticks_5,hyperliquid_spread_change_ticks,250,overall,3594,0.01401583,0,0.00006003,0,positive,false,ticks
binance_rolling_abs_mid_move_ticks_5,hyperliquid_top5_imbalance_change,250,overall,3594,0.00028155,0,0.00006003,-0.00048426,positive,false,unitless
binance_rolling_abs_mid_move_ticks_5,hyperliquid_microprice_minus_mid_change_ticks,250,overall,3594,-0.00959245,0,0.00006003,-0.00242132,negative,false,ticks
binance_rolling_abs_mid_move_ticks_5,hyperliquid_mid_move_ticks,500,overall,3594,0.02776517,0,0.00006003,-0.55926544,positive,false,ticks
binance_rolling_abs_mid_move_ticks_5,hyperliquid_spread_change_ticks,500,overall,3594,0.01401583,0,0.00006003,0,positive,false,ticks
binance_rolling_abs_mid_move_ticks_5,hyperliquid_top5_imbalance_change,500,overall,3594,0.00028155,0,0.00006003,-0.00048426,positive,false,unitless
binance_rolling_abs_mid_move_ticks_5,hyperliquid_microprice_minus_mid_change_ticks,500,overall,3594,-0.00959245,0,0.00006003,-0.00242132,negative,false,ticks
binance_rolling_abs_mid_move_ticks_5,hyperliquid_mid_move_ticks,1000,overall,3593,-0.10069767,0,0.0001201,-1.12301698,negative,false,ticks
binance_rolling_abs_mid_move_ticks_5,hyperliquid_spread_change_ticks,1000,overall,3593,0.05825066,0,0.0001201,-0.00278319,positive,false,ticks
binance_rolling_abs_mid_move_ticks_5,hyperliquid_top5_imbalance_change,1000,overall,3593,-0.00096631,0,0.0001201,-0.00096379,negative,false,unitless
binance_rolling_abs_mid_move_ticks_5,hyperliquid_microprice_minus_mid_change_ticks,1000,overall,3593,-0.02316204,0,0.0001201,-0.00621043,negative,false,ticks
binance_rolling_abs_mid_move_ticks_5,hyperliquid_mid_move_ticks,5000,overall,3585,-0.08106553,0,0.00060182,-5.90516039,negative,false,ticks
binance_rolling_abs_mid_move_ticks_5,hyperliquid_spread_change_ticks,5000,overall,3585,0.00202104,0,0.00060182,-0.0055788,positive,false,ticks
binance_rolling_abs_mid_move_ticks_5,hyperliquid_top5_imbalance_change,5000,overall,3585,0.01627757,0,0.00060182,-0.00032964,positive,false,unitless
binance_rolling_abs_mid_move_ticks_5,hyperliquid_microprice_minus_mid_change_ticks,5000,overall,3585,0.00867723,0,0.00060182,-0.00443743,positive,false,ticks
binance_rolling_abs_mid_move_ticks_5,hyperliquid_mid_move_ticks,10000,overall,3575,-0.02034525,0,0.00049363,-12.14545455,negative,false,ticks
