feature,outcome,horizon_ms,scope,row_count,pearson_corr,high_z_minus_low_z_mean_effect,feature_z_mean,outcome_mean,dominant_sign,threshold_met,outcome_unit
binance_top5_microprice_px,basis_microprice_response_ticks,500,overall,3595,-0.03022513,-4.47121631,0.00021566,-0.03264664,negative,false,ticks
binance_top5_microprice_px,hyperliquid_mid_move_ticks,1000,overall,3594,0.03203125,3.61383523,0.00043143,-1.11853088,positive,false,ticks
binance_top5_microprice_px,hyperliquid_spread_change_ticks,1000,overall,3594,-0.00019827,0.10022272,0.00043143,0,positive,false,ticks
binance_top5_microprice_px,hyperliquid_top5_imbalance_change,1000,overall,3594,-0.00880224,-0.01155098,0.00043143,-0.00072508,negative,false,unitless
binance_top5_microprice_px,hyperliquid_microprice_minus_mid_change_ticks,1000,overall,3594,-0.00500181,-0.11686884,0.00043143,-0.0036254,negative,false,ticks
binance_top5_microprice_px,basis_mid_response_ticks,1000,overall,3594,-0.04169943,-8.98024349,0.00043143,-0.0837507,negative,false,ticks
binance_top5_microprice_px,basis_microprice_response_ticks,1000,overall,3594,-0.04175155,-8.98990915,0.00043143,-0.08399759,negative,false,ticks
binance_top5_microprice_px,hyperliquid_mid_move_ticks,5000,overall,3586,-0.01765773,-9.53434652,0.00211665,-5.85889571,negative,false,ticks
binance_top5_microprice_px,hyperliquid_spread_change_ticks,5000,overall,3586,0.01571748,0.5437519,0.00211665,-0.00557724,positive,false,ticks
binance_top5_microprice_px,hyperliquid_top5_imbalance_change,5000,overall,3586,-0.04481545,-0.12996365,0.00211665,-0.00014344,negative,false,unitless
binance_top5_microprice_px,hyperliquid_microprice_minus_mid_change_ticks,5000,overall,3586,-0.03064514,-0.79769269,0.00211665,-0.00350564,negative,false,ticks
binance_top5_microprice_px,basis_mid_response_ticks,5000,overall,3586,-0.06747887,-21.75543752,0.00211665,-0.35833798,negative,true,ticks
binance_top5_microprice_px,basis_microprice_response_ticks,5000,overall,3586,-0.06748982,-21.77462697,0.00211665,-0.35746353,negative,true,ticks
binance_top5_microprice_px,hyperliquid_mid_move_ticks,10000,overall,3576,-0.05981396,-41.49615121,0.00422147,-12.04418345,negative,true,ticks
binance_top5_microprice_px,hyperliquid_spread_change_ticks,10000,overall,3576,0.02245575,0.57906459,0.00422147,-0.00559284,positive,false,ticks
binance_top5_microprice_px,hyperliquid_top5_imbalance_change,10000,overall,3576,-0.04910589,-0.14425521,0.00422147,-0.00106306,negative,false,unitless
binance_top5_microprice_px,hyperliquid_microprice_minus_mid_change_ticks,10000,overall,3576,-0.03494045,-0.92839315,0.00422147,-0.00811152,negative,false,ticks
binance_top5_microprice_px,basis_mid_response_ticks,10000,overall,3576,-0.07097611,-20.1857579,0.00422147,-0.68288591,negative,true,ticks
binance_top5_microprice_px,basis_microprice_response_ticks,10000,overall,3576,-0.07099496,-20.21007094,0.00422147,-0.68172528,negative,true,ticks
binance_microprice_minus_mid_ticks,hyperliquid_mid_move_ticks,100,overall,3595,0.03028834,10,-0.00004329,-0.55910987,positive,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_spread_change_ticks,100,overall,3595,-0.0032177,0,-0.00004329,0,negative,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_top5_imbalance_change,100,overall,3595,0.05449952,0.22754454,-0.00004329,-0.00025373,positive,true,unitless
binance_microprice_minus_mid_ticks,hyperliquid_microprice_minus_mid_change_ticks,100,overall,3595,0.02154637,1.1377227,-0.00004329,-0.00126864,positive,false,ticks
binance_microprice_minus_mid_ticks,basis_mid_response_ticks,100,overall,3595,0.03880418,107.93333333,-0.00004329,-0.0325452,positive,false,ticks
binance_microprice_minus_mid_ticks,basis_microprice_response_ticks,100,overall,3595,0.02068422,87.82794281,-0.00004329,-0.03264664,positive,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_mid_move_ticks,250,overall,3595,0.03028834,10,-0.00004329,-0.55910987,positive,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_spread_change_ticks,250,overall,3595,-0.0032177,0,-0.00004329,0,negative,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_top5_imbalance_change,250,overall,3595,0.05449952,0.22754454,-0.00004329,-0.00025373,positive,true,unitless
binance_microprice_minus_mid_ticks,hyperliquid_microprice_minus_mid_change_ticks,250,overall,3595,0.02154637,1.1377227,-0.00004329,-0.00126864,positive,false,ticks
binance_microprice_minus_mid_ticks,basis_mid_response_ticks,250,overall,3595,0.03880418,107.93333333,-0.00004329,-0.0325452,positive,false,ticks
binance_microprice_minus_mid_ticks,basis_microprice_response_ticks,250,overall,3595,0.02068422,87.82794281,-0.00004329,-0.03264664,positive,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_mid_move_ticks,500,overall,3595,0.03028834,10,-0.00004329,-0.55910987,positive,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_spread_change_ticks,500,overall,3595,-0.0032177,0,-0.00004329,0,negative,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_top5_imbalance_change,500,overall,3595,0.05449952,0.22754454,-0.00004329,-0.00025373,positive,true,unitless
binance_microprice_minus_mid_ticks,hyperliquid_microprice_minus_mid_change_ticks,500,overall,3595,0.02154637,1.1377227,-0.00004329,-0.00126864,positive,false,ticks
binance_microprice_minus_mid_ticks,basis_mid_response_ticks,500,overall,3595,0.03880418,107.93333333,-0.00004329,-0.0325452,positive,false,ticks
binance_microprice_minus_mid_ticks,basis_microprice_response_ticks,500,overall,3595,0.02068422,87.82794281,-0.00004329,-0.03264664,positive,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_mid_move_ticks,1000,overall,3594,0.02682915,-48.66666667,-0.00008679,-1.11853088,negative,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_spread_change_ticks,1000,overall,3594,0.06021496,106.66666667,-0.00008679,0,positive,true,ticks
binance_microprice_minus_mid_ticks,hyperliquid_top5_imbalance_change,1000,overall,3594,0.11506516,2.12067323,-0.00008679,-0.00072508,positive,true,unitless
binance_microprice_minus_mid_ticks,hyperliquid_microprice_minus_mid_change_ticks,1000,overall,3594,0.11511497,71.48015251,-0.00008679,-0.0036254,positive,true,ticks
binance_microprice_minus_mid_ticks,basis_mid_response_ticks,1000,overall,3594,0.039196,157.2,-0.00008679,-0.0837507,positive,false,ticks
binance_microprice_minus_mid_ticks,basis_microprice_response_ticks,1000,overall,3594,0.02666978,138.97900839,-0.00008679,-0.08399759,positive,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_mid_move_ticks,5000,overall,3586,0.08063371,314.66666667,-0.00063173,-5.85889571,positive,true,ticks
binance_microprice_minus_mid_ticks,hyperliquid_spread_change_ticks,5000,overall,3586,0.0025795,0,-0.00063173,-0.00557724,positive,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_top5_imbalance_change,5000,overall,3586,-0.0405424,1.41893375,-0.00063173,-0.00014344,positive,false,unitless
binance_microprice_minus_mid_ticks,hyperliquid_microprice_minus_mid_change_ticks,5000,overall,3586,-0.02307563,7.09466875,-0.00063173,-0.00350564,positive,false,ticks
binance_microprice_minus_mid_ticks,basis_mid_response_ticks,5000,overall,3586,-0.04904147,-112.8,-0.00063173,-0.35833798,negative,false,ticks
binance_microprice_minus_mid_ticks,basis_microprice_response_ticks,5000,overall,3586,-0.05805464,-131.03662895,-0.00063173,-0.35746353,negative,true,ticks
binance_microprice_minus_mid_ticks,hyperliquid_mid_move_ticks,10000,overall,3576,0.05819354,540.66666667,-0.00144641,-12.04418345,positive,true,ticks
binance_microprice_minus_mid_ticks,hyperliquid_spread_change_ticks,10000,overall,3576,0.00290216,0,-0.00144641,-0.00559284,positive,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_top5_imbalance_change,10000,overall,3576,-0.04631606,1.40736826,-0.00144641,-0.00106306,positive,false,unitless
binance_microprice_minus_mid_ticks,hyperliquid_microprice_minus_mid_change_ticks,10000,overall,3576,-0.03241445,7.03684131,-0.00144641,-0.00811152,positive,false,ticks
binance_microprice_minus_mid_ticks,basis_mid_response_ticks,10000,overall,3576,-0.06279833,-218.26666667,-0.00144641,-0.68288591,negative,true,ticks
binance_microprice_minus_mid_ticks,basis_microprice_response_ticks,10000,overall,3576,-0.0713269,-236.52106153,-0.00144641,-0.68172528,negative,true,ticks
binance_top5_bid_qty,hyperliquid_mid_move_ticks,100,overall,3595,0.09145543,8.28140144,0.00005717,-0.55910987,positive,true,ticks
binance_top5_bid_qty,hyperliquid_spread_change_ticks,100,overall,3595,0.0014234,-1.03887712,0.00005717,0,negative,false,ticks
binance_top5_bid_qty,hyperliquid_top5_imbalance_change,100,overall,3595,0.1623597,0.23531001,0.00005717,-0.00025373,positive,true,unitless
binance_top5_bid_qty,hyperliquid_microprice_minus_mid_change_ticks,100,overall,3595,0.05706274,1.43782182,0.00005717,-0.00126864,positive,true,ticks
binance_top5_bid_qty,basis_mid_response_ticks,100,overall,3595,0.07787048,21.68076845,0.00005717,-0.0325452,positive,true,ticks
binance_top5_bid_qty,basis_microprice_response_ticks,100,overall,3595,0.07475342,21.12984237,0.00005717,-0.03264664,positive,true,ticks
binance_top5_bid_qty,hyperliquid_mid_move_ticks,250,overall,3595,0.09145543,8.28140144,0.00005717,-0.55910987,positive,true,ticks
binance_top5_bid_qty,hyperliquid_spread_change_ticks,250,overall,3595,0.0014234,-1.03887712,0.00005717,0,negative,false,ticks
binance_top5_bid_qty,hyperliquid_top5_imbalance_change,250,overall,3595,0.1623597,0.23531001,0.00005717,-0.00025373,positive,true,unitless
binance_top5_bid_qty,hyperliquid_microprice_minus_mid_change_ticks,250,overall,3595,0.05706274,1.43782182,0.00005717,-0.00126864,positive,true,ticks
binance_top5_bid_qty,basis_mid_response_ticks,250,overall,3595,0.07787048,21.68076845,0.00005717,-0.0325452,positive,true,ticks
binance_top5_bid_qty,basis_microprice_response_ticks,250,overall,3595,0.07475342,21.12984237,0.00005717,-0.03264664,positive,true,ticks
binance_top5_bid_qty,hyperliquid_mid_move_ticks,500,overall,3595,0.09145543,8.28140144,0.00005717,-0.55910987,positive,true,ticks
binance_top5_bid_qty,hyperliquid_spread_change_ticks,500,overall,3595,0.0014234,-1.03887712,0.00005717,0,negative,false,ticks
binance_top5_bid_qty,hyperliquid_top5_imbalance_change,500,overall,3595,0.1623597,0.23531001,0.00005717,-0.00025373,positive,true,unitless
binance_top5_bid_qty,hyperliquid_microprice_minus_mid_change_ticks,500,overall,3595,0.05706274,1.43782182,0.00005717,-0.00126864,positive,true,ticks
binance_top5_bid_qty,basis_mid_response_ticks,500,overall,3595,0.07787048,21.68076845,0.00005717,-0.0325452,positive,true,ticks
binance_top5_bid_qty,basis_microprice_response_ticks,500,overall,3595,0.07475342,21.12984237,0.00005717,-0.03264664,positive,true,ticks
binance_top5_bid_qty,hyperliquid_mid_move_ticks,1000,overall,3594,0.14218856,19.72684903,0.00008344,-1.11853088,positive,true,ticks
binance_top5_bid_qty,hyperliquid_spread_change_ticks,1000,overall,3594,0.00335265,-1.12377499,0.00008344,0,negative,false,ticks
binance_top5_bid_qty,hyperliquid_top5_imbalance_change,1000,overall,3594,0.21909647,0.45755529,0.00008344,-0.00072508,positive,true,unitless
binance_top5_bid_qty,hyperliquid_microprice_minus_mid_change_ticks,1000,overall,3594,0.12358032,2.99226777,0.00008344,-0.0036254,positive,true,ticks
binance_top5_bid_qty,basis_mid_response_ticks,1000,overall,3594,0.04540887,27.1025236,0.00008344,-0.0837507,positive,false,ticks
binance_top5_bid_qty,basis_microprice_response_ticks,1000,overall,3594,0.0427591,26.40299591,0.00008344,-0.08399759,positive,false,ticks
binance_top5_bid_qty,hyperliquid_mid_move_ticks,5000,overall,3586,0.17102555,90.61501597,-0.00428857,-5.85889571,positive,true,ticks
binance_top5_bid_qty,hyperliquid_spread_change_ticks,5000,overall,3586,-0.00351484,-0.97988673,-0.00428857,-0.00557724,negative,false,ticks
binance_top5_bid_qty,hyperliquid_top5_imbalance_change,5000,overall,3586,-0.08128001,-0.17418237,-0.00428857,-0.00014344,negative,true,unitless
binance_top5_bid_qty,hyperliquid_microprice_minus_mid_change_ticks,5000,overall,3586,-0.04758724,-1.06145633,-0.00428857,-0.00350564,negative,false,ticks
binance_top5_bid_qty,basis_mid_response_ticks,5000,overall,3586,-0.08415227,-15.68719443,-0.00428857,-0.35833798,negative,true,ticks
binance_top5_bid_qty,basis_microprice_response_ticks,5000,overall,3586,-0.08611446,-16.59375277,-0.00428857,-0.35746353,negative,true,ticks
binance_top5_bid_qty,hyperliquid_mid_move_ticks,10000,overall,3576,0.10384843,87.34220667,-0.00674551,-12.04418345,positive,true,ticks
binance_top5_bid_qty,hyperliquid_spread_change_ticks,10000,overall,3576,0.0107667,-0.57678706,-0.00674551,-0.00559284,negative,false,ticks
binance_top5_bid_qty,hyperliquid_top5_imbalance_change,10000,overall,3576,-0.15943817,-0.50359178,-0.00674551,-0.00106306,negative,true,unitless
binance_top5_bid_qty,hyperliquid_microprice_minus_mid_change_ticks,10000,overall,3576,-0.10257401,-2.76589668,-0.00674551,-0.00811152,negative,true,ticks
binance_top5_bid_qty,basis_mid_response_ticks,10000,overall,3576,-0.13528717,-36.49242129,-0.00674551,-0.68288591,negative,true,ticks
binance_top5_bid_qty,basis_microprice_response_ticks,10000,overall,3576,-0.1370978,-37.49185178,-0.00674551,-0.68172528,negative,true,ticks
binance_top5_ask_qty,hyperliquid_mid_move_ticks,100,overall,3595,-0.00168793,0,0.00005234,-0.55910987,negative,false,ticks
binance_top5_ask_qty,hyperliquid_spread_change_ticks,100,overall,3595,0.00915462,0,0.00005234,0,positive,false,ticks
binance_top5_ask_qty,hyperliquid_top5_imbalance_change,100,overall,3595,-0.02507698,0,0.00005234,-0.00025373,negative,false,unitless
binance_top5_ask_qty,hyperliquid_microprice_minus_mid_change_ticks,100,overall,3595,-0.01914156,0,0.00005234,-0.00126864,negative,false,ticks
binance_top5_ask_qty,basis_mid_response_ticks,100,overall,3595,-0.01452295,0,0.00005234,-0.0325452,negative,false,ticks
binance_top5_ask_qty,basis_microprice_response_ticks,100,overall,3595,-0.014176,0,0.00005234,-0.03264664,negative,false,ticks
binance_top5_ask_qty,hyperliquid_mid_move_ticks,250,overall,3595,-0.00168793,0,0.00005234,-0.55910987,negative,false,ticks
binance_top5_ask_qty,hyperliquid_spread_change_ticks,250,overall,3595,0.00915462,0,0.00005234,0,positive,false,ticks
binance_top5_ask_qty,hyperliquid_top5_imbalance_change,250,overall,3595,-0.02507698,0,0.00005234,-0.00025373,negative,false,unitless
binance_top5_ask_qty,hyperliquid_microprice_minus_mid_change_ticks,250,overall,3595,-0.01914156,0,0.00005234,-0.00126864,negative,false,ticks
binance_top5_ask_qty,basis_mid_response_ticks,250,overall,3595,-0.01452295,0,0.00005234,-0.0325452,negative,false,ticks
binance_top5_ask_qty,basis_microprice_response_ticks,250,overall,3595,-0.014176,0,0.00005234,-0.03264664,negative,false,ticks
binance_top5_ask_qty,hyperliquid_mid_move_ticks,500,overall,3595,-0.00168793,0,0.00005234,-0.55910987,negative,false,ticks
binance_top5_ask_qty,hyperliquid_spread_change_ticks,500,overall,3595,0.00915462,0,0.00005234,0,positive,false,ticks
binance_top5_ask_qty,hyperliquid_top5_imbalance_change,500,overall,3595,-0.02507698,0,0.00005234,-0.00025373,negative,false,unitless
binance_top5_ask_qty,hyperliquid_microprice_minus_mid_change_ticks,500,overall,3595,-0.01914156,0,0.00005234,-0.00126864,negative,false,ticks
binance_top5_ask_qty,basis_mid_response_ticks,500,overall,3595,-0.01452295,0,0.00005234,-0.0325452,negative,false,ticks
binance_top5_ask_qty,basis_microprice_response_ticks,500,overall,3595,-0.014176,0,0.00005234,-0.03264664,negative,false,ticks
binance_top5_ask_qty,hyperliquid_mid_move_ticks,1000,overall,3594,0.00061721,0,0.00010246,-1.11853088,positive,false,ticks
binance_top5_ask_qty,hyperliquid_spread_change_ticks,1000,overall,3594,0.00002505,0,0.00010246,0,positive,false,ticks
binance_top5_ask_qty,hyperliquid_top5_imbalance_change,1000,overall,3594,-0.02946251,0,0.00010246,-0.00072508,negative,false,unitless
binance_top5_ask_qty,hyperliquid_microprice_minus_mid_change_ticks,1000,overall,3594,-0.01539811,0,0.00010246,-0.0036254,negative,false,ticks
binance_top5_ask_qty,basis_mid_response_ticks,1000,overall,3594,-0.02555957,0,0.00010246,-0.0837507,negative,false,ticks
binance_top5_ask_qty,basis_microprice_response_ticks,1000,overall,3594,-0.02519974,0,0.00010246,-0.08399759,negative,false,ticks
binance_top5_ask_qty,hyperliquid_mid_move_ticks,5000,overall,3586,-0.01425238,0,0.00042416,-5.85889571,negative,false,ticks
binance_top5_ask_qty,hyperliquid_spread_change_ticks,5000,overall,3586,-0.00162687,0,0.00042416,-0.00557724,negative,false,ticks
binance_top5_ask_qty,hyperliquid_top5_imbalance_change,5000,overall,3586,-0.01345773,0,0.00042416,-0.00014344,negative,false,unitless
binance_top5_ask_qty,hyperliquid_microprice_minus_mid_change_ticks,5000,overall,3586,-0.0092356,0,0.00042416,-0.00350564,negative,false,ticks
binance_top5_ask_qty,basis_mid_response_ticks,5000,overall,3586,-0.00180917,0,0.00042416,-0.35833798,negative,false,ticks
binance_top5_ask_qty,basis_microprice_response_ticks,5000,overall,3586,-0.00106107,0,0.00042416,-0.35746353,negative,false,ticks
binance_top5_ask_qty,hyperliquid_mid_move_ticks,10000,overall,3576,0.01569629,0,0.00093865,-12.04418345,positive,false,ticks
binance_top5_ask_qty,hyperliquid_spread_change_ticks,10000,overall,3576,0.00738294,0,0.00093865,-0.00559284,positive,false,ticks
binance_top5_ask_qty,hyperliquid_top5_imbalance_change,10000,overall,3576,-0.02120809,0,0.00093865,-0.00106306,negative,false,unitless
binance_top5_ask_qty,hyperliquid_microprice_minus_mid_change_ticks,10000,overall,3576,-0.00469956,0,0.00093865,-0.00811152,negative,false,ticks
binance_top5_ask_qty,basis_mid_response_ticks,10000,overall,3576,0.00157854,0,0.00093865,-0.68288591,positive,false,ticks
binance_top5_ask_qty,basis_microprice_response_ticks,10000,overall,3576,0.00228057,0,0.00093865,-0.68172528,positive,false,ticks
binance_top5_total_qty,hyperliquid_mid_move_ticks,100,overall,3595,0.00997095,0,0.00005941,-0.55910987,positive,false,ticks
binance_top5_total_qty,hyperliquid_spread_change_ticks,100,overall,3595,0.00929983,0,0.00005941,0,positive,false,ticks
binance_top5_total_qty,hyperliquid_top5_imbalance_change,100,overall,3595,-0.00429194,0,0.00005941,-0.00025373,negative,false,unitless
binance_top5_total_qty,hyperliquid_microprice_minus_mid_change_ticks,100,overall,3595,-0.0117957,0,0.00005941,-0.00126864,negative,false,ticks
binance_top5_total_qty,basis_mid_response_ticks,100,overall,3595,-0.00454424,0,0.00005941,-0.0325452,negative,false,ticks
binance_top5_total_qty,basis_microprice_response_ticks,100,overall,3595,-0.0045958,0,0.00005941,-0.03264664,negative,false,ticks
binance_top5_total_qty,hyperliquid_mid_move_ticks,250,overall,3595,0.00997095,0,0.00005941,-0.55910987,positive,false,ticks
binance_top5_total_qty,hyperliquid_spread_change_ticks,250,overall,3595,0.00929983,0,0.00005941,0,positive,false,ticks
binance_top5_total_qty,hyperliquid_top5_imbalance_change,250,overall,3595,-0.00429194,0,0.00005941,-0.00025373,negative,false,unitless
binance_top5_total_qty,hyperliquid_microprice_minus_mid_change_ticks,250,overall,3595,-0.0117957,0,0.00005941,-0.00126864,negative,false,ticks
binance_top5_total_qty,basis_mid_response_ticks,250,overall,3595,-0.00454424,0,0.00005941,-0.0325452,negative,false,ticks
binance_top5_total_qty,basis_microprice_response_ticks,250,overall,3595,-0.0045958,0,0.00005941,-0.03264664,negative,false,ticks
binance_top5_total_qty,hyperliquid_mid_move_ticks,500,overall,3595,0.00997095,0,0.00005941,-0.55910987,positive,false,ticks
binance_top5_total_qty,hyperliquid_spread_change_ticks,500,overall,3595,0.00929983,0,0.00005941,0,positive,false,ticks
binance_top5_total_qty,hyperliquid_top5_imbalance_change,500,overall,3595,-0.00429194,0,0.00005941,-0.00025373,negative,false,unitless
