event_sequence,source_channel,source_event_exchange_time_ms,source_local_receive_ts_ns,candidate_age_seconds_at_eval,side,quote_px,bid,ask,spread_ticks,order_size_btc,same_side_top_qty_btc,same_side_top_order_count,top_depth_multiple_of_order,rolling_trade_count_last_3s,touch_trade_qty_btc,strict_trade_through_qty_btc,at_or_through_trade_qty_btc,required_depletion_qty_btc,queue_depletion_multiple,public_depletion_status,quality_bucket,dynamic_size_btc,allowed,skip_reason,bbo_history_count,bbo_history_span_ms,last_l2_age_ms,same_touch_bbo_count,bbo_history_status,freshness_source,touch_stability_ms,last_touch_change_ms,previous_top_qty,current_top_qty,reset_qty_delta,previous_order_count,current_order_count,reset_order_count_delta,top_reset_status,top_reset_reason,fresh_touch_evidence_status,fresh_touch_evidence_reason,fresh_touch_block_reason,queue_reset_block_reason,local_receive_ordering_status,exchange_time_ordering_status,inference_scope
11,l2Book,1783579877388,1783579877647014714,0.259159,buy,62853,62853,62854,1,0.005,20.58526,63,4117.052,3,0,0,0,20.59026,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,7,3216,0,7,same_touch_stable_enough,real_bbo_history_touch_stability,3216,1783579874172,12.3664,20.58526,8.21886,38,63,25,not_reset,history_present_no_reset,pass,,,history_present_no_reset,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
12,l2Book,1783579877940,1783579878580333372,0.640496,buy,62853,62853,62854,1,0.005,11.42905,42,2285.81,3,0,0,0,11.43405,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,8,3768,0,8,same_touch_stable_enough,real_bbo_history_touch_stability,3768,1783579874172,20.58526,11.42905,-9.15621,63,42,-21,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
13,trades,1783579877940,1783579878580853249,0.640923,buy,62853,62853,62854,1,0.005,11.42905,42,2285.81,11,0,0,0,11.43405,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,8,3768,0,8,same_touch_stable_enough,real_bbo_history_touch_stability,3768,1783579874172,20.58526,11.42905,-9.15621,63,42,-21,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
14,l2Book,1783579878473,1783579878714961635,0.242067,buy,62853,62853,62854,1,0.005,10.55525,35,2111.05,10,0,0,0,10.56025,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,9,4301,0,9,same_touch_stable_enough,real_bbo_history_touch_stability,4301,1783579874172,20.58526,10.55525,-10.03001,63,35,-28,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
15,l2Book,1783579878997,1783579879215565351,0.218733,buy,62853,62853,62854,1,0.005,11.22641,39,2245.282,10,0,0,0,11.23141,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,10,4825,0,10,same_touch_stable_enough,real_bbo_history_touch_stability,4825,1783579874172,20.58526,11.22641,-9.35885,63,39,-24,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
16,trades,1783579879078,1783579879314704184,0.236828,buy,62853,62853,62854,1,0.005,11.22641,39,2245.282,10,0,0,0,11.23141,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,10,4825,81,10,same_touch_stable_enough,real_bbo_history_touch_stability,4906,1783579874172,20.58526,11.22641,-9.35885,63,39,-24,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
17,l2Book,1783579879530,1783579879818985688,0.289154,buy,62853,62853,62854,1,0.005,11.62415,41,2324.83,10,0,0,0,11.62915,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,11,5358,0,11,same_touch_stable_enough,real_bbo_history_touch_stability,5358,1783579874172,20.58526,11.62415,-8.96111,63,41,-22,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
18,l2Book,1783579880084,1783579880315755187,0.231883,buy,62853,62853,62854,1,0.005,11.42528,40,2285.056,9,0,0,0,11.43028,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,12,5912,0,12,same_touch_stable_enough,real_bbo_history_touch_stability,5912,1783579874172,20.58526,11.42528,-9.15998,63,40,-23,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
19,trades,1783579880287,1783579880469598984,0.182699,buy,62853,62853,62854,1,0.005,11.42528,40,2285.056,10,0.00827,0,0.00827,11.43028,0.0007235168342332821243224137991,touched_quote_without_depletion,,0.00206,False,missing_same_side_strict_through_support,12,5912,203,12,same_touch_stable_enough,real_bbo_history_touch_stability,6115,1783579874172,20.58526,11.42528,-9.15998,63,40,-23,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
20,l2Book,1783579880607,1783579880854290920,0.247404,buy,62853,62853,62854,1,0.005,11.21814,39,2243.628,10,0.00827,0,0.00827,11.22314,0.0007368704302004608335991531782,touched_quote_without_depletion,,0.00206,False,missing_same_side_strict_through_support,13,6435,0,13,same_touch_stable_enough,real_bbo_history_touch_stability,6435,1783579874172,20.58526,11.21814,-9.36712,63,39,-24,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
21,trades,1783579881009,1783579881245399754,0.236545,buy,62853,62853,62854,1,0.005,11.21814,39,2243.628,3,0.00827,0,0.00827,11.22314,0.0007368704302004608335991531782,touched_quote_without_depletion,,0.00206,False,missing_same_side_strict_through_support,13,6435,402,13,same_touch_stable_enough,real_bbo_history_touch_stability,6837,1783579874172,20.58526,11.21814,-9.36712,63,39,-24,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
22,l2Book,1783579881157,1783579881381253408,0.224378,buy,62853,62853,62854,1,0.005,11.28935,39,2257.87,3,0.00827,0,0.00827,11.29435,0.000732224519339315675536883486,touched_quote_without_depletion,,0.00206,False,missing_same_side_strict_through_support,14,6985,0,14,same_touch_stable_enough,real_bbo_history_touch_stability,6985,1783579874172,20.58526,11.28935,-9.29591,63,39,-24,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
23,l2Book,1783579881695,1783579881908162333,0.21331,buy,62853,62853,62854,1,0.005,11.28935,39,2257.87,3,0.00827,0,0.00827,11.29435,0.000732224519339315675536883486,touched_quote_without_depletion,,0.00206,False,missing_same_side_strict_through_support,15,7523,0,15,same_touch_stable_enough,real_bbo_history_touch_stability,7523,1783579874172,20.58526,11.28935,-9.29591,63,39,-24,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
24,trades,1783579882016,1783579882237189961,0.221324,buy,62853,62853,62854,1,0.005,11.28935,39,2257.87,5,0.00871,0,0.00871,11.29435,0.0007711820512025924466658107815,touched_quote_without_depletion,,0.00217,False,missing_same_side_strict_through_support,15,7523,321,15,same_touch_stable_enough,real_bbo_history_touch_stability,7844,1783579874172,20.58526,11.28935,-9.29591,63,39,-24,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
25,l2Book,1783579882216,1783579882445402959,0.229557,buy,62853,62853,62854,1,0.005,11.48778,40,2297.556,4,0.00871,0,0.00871,11.49278,0.0007578671130918715924258534489,touched_quote_without_depletion,,0.00217,False,missing_same_side_strict_through_support,16,8044,0,16,same_touch_stable_enough,real_bbo_history_touch_stability,8044,1783579874172,20.58526,11.48778,-9.09748,63,40,-23,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
26,l2Book,1783579882768,1783579882992952690,0.225136,buy,62853,62853,62854,1,0.005,17.74347,46,3548.694,4,0.00871,0,0.00871,17.74847,0.000490746526320296904465568018,touched_quote_without_depletion,,0.00217,False,missing_same_side_strict_through_support,17,8596,0,17,same_touch_stable_enough,real_bbo_history_touch_stability,8596,1783579874172,20.58526,17.74347,-2.84179,63,46,-17,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
27,trades,1783579883021,1783579883332545901,0.311704,buy,62853,62853,62854,1,0.005,17.74347,46,3548.694,6,0.0094,0,0.0094,17.74847,0.0005296231168095052700317266784,touched_quote_without_depletion,,0.00235,False,missing_same_side_strict_through_support,17,8596,253,17,same_touch_stable_enough,real_bbo_history_touch_stability,8849,1783579874172,20.58526,17.74347,-2.84179,63,46,-17,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
28,l2Book,1783579883305,1783579883533955487,0.22908,buy,62853,62853,62854,1,0.005,16.52971,45,3305.942,5,0.00113,0,0.00113,16.53471,0.00006834108369605514702102425746,touched_quote_without_depletion,,0.00028,False,missing_same_side_strict_through_support,18,9133,0,18,same_touch_stable_enough,real_bbo_history_touch_stability,9133,1783579874172,20.58526,16.52971,-4.05555,63,45,-18,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
29,trades,1783579883505,1783579883682249271,0.177386,buy,62853,62853,62854,1,0.005,16.52971,45,3305.942,7,0.10676,0,0.10676,16.53471,0.006456720438398980084924380288,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,18,9133,200,18,same_touch_stable_enough,real_bbo_history_touch_stability,9333,1783579874172,20.58526,16.52971,-4.05555,63,45,-18,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
30,l2Book,1783579883826,1783579884053371548,0.227539,buy,62853,62853,62854,1,0.005,16.42408,44,3284.816,7,0.10676,0,0.10676,16.42908,0.006498233619898375319859663475,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,19,9654,0,19,same_touch_stable_enough,real_bbo_history_touch_stability,9654,1783579874172,20.58526,16.42408,-4.16118,63,44,-19,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
31,trades,1783579883909,1783579884084530204,0.175647,buy,62853,62853,62854,1,0.005,16.42408,44,3284.816,8,0.10676,0,0.10676,16.42908,0.006498233619898375319859663475,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,19,9654,83,19,same_touch_stable_enough,real_bbo_history_touch_stability,9737,1783579874172,20.58526,16.42408,-4.16118,63,44,-19,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
32,l2Book,1783579884377,1783579884606553144,0.229724,buy,62853,62853,62854,1,0.005,16.47527,45,3295.054,7,0.10676,0,0.10676,16.48027,0.00647804920671809381763769647,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,20,10205,0,20,same_touch_stable_enough,real_bbo_history_touch_stability,10205,1783579874172,20.58526,16.47527,-4.10999,63,45,-18,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
33,l2Book,1783579884913,1783579885185722995,0.272933,buy,62853,62853,62854,1,0.005,16.47527,45,3295.054,7,0.10676,0,0.10676,16.48027,0.00647804920671809381763769647,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,21,10741,0,21,same_touch_stable_enough,real_bbo_history_touch_stability,10741,1783579874172,20.58526,16.47527,-4.10999,63,45,-18,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
34,trades,1783579885116,1783579885324281650,0.208403,buy,62853,62853,62854,1,0.005,16.47527,45,3295.054,6,0.16995,0,0.16995,16.48027,0.01031233104797433537193262004,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,21,10741,203,21,same_touch_stable_enough,real_bbo_history_touch_stability,10944,1783579874172,20.58526,16.47527,-4.10999,63,45,-18,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
35,l2Book,1783579885423,1783579885616638985,0.193813,buy,62853,62853,62854,1,0.005,11.54324,36,2308.648,6,0.16995,0,0.16995,11.54824,0.01471652823287358073611216947,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,22,11251,0,22,same_touch_stable_enough,real_bbo_history_touch_stability,11251,1783579874172,20.58526,11.54324,-9.04202,63,36,-27,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
36,l2Book,1783579885986,1783579886226625428,0.240794,buy,62853,62853,62854,1,0.005,13.68488,39,2736.976,6,0.16995,0,0.16995,13.68988,0.01241427974533012707196849059,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,23,11814,0,23,same_touch_stable_enough,real_bbo_history_touch_stability,11814,1783579874172,20.58526,13.68488,-6.90038,63,39,-24,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
37,trades,1783579886038,1783579886268980930,0.231098,buy,62853,62853,62854,1,0.005,13.68488,39,2736.976,6,0.25213,0,0.25213,13.68988,0.01841725420529617498473324821,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,23,11814,52,23,same_touch_stable_enough,real_bbo_history_touch_stability,11866,1783579874172,20.58526,13.68488,-6.90038,63,39,-24,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
38,trades,1783579886189,1783579886345721630,0.156862,buy,62853,62853,62854,1,0.005,13.68488,39,2736.976,7,0.25213,0,0.25213,13.68988,0.01841725420529617498473324821,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,23,11814,203,23,same_touch_stable_enough,real_bbo_history_touch_stability,12017,1783579874172,20.58526,13.68488,-6.90038,63,39,-24,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
39,l2Book,1783579886525,1783579886740264709,0.215406,buy,62853,62853,62854,1,0.005,12.23929,43,2447.858,5,0.1465,0,0.1465,12.24429,0.01196476071703626751734890304,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,24,12353,0,24,same_touch_stable_enough,real_bbo_history_touch_stability,12353,1783579874172,20.58526,12.23929,-8.34597,63,43,-20,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
40,l2Book,1783579887045,1783579887317074771,0.272283,buy,62853,62853,62854,1,0.005,9.51012,36,1902.024,4,0.1465,0,0.1465,9.51512,0.0153965478102220465953135641,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,25,12873,0,25,same_touch_stable_enough,real_bbo_history_touch_stability,12873,1783579874172,20.58526,9.51012,-11.07514,63,36,-27,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
41,trades,1783579887395,1783579887586009205,0.191198,buy,62853,62853,62854,1,0.005,9.51012,36,1902.024,6,0.2737,0,0.2737,9.51512,0.02876474495329538671083496582,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,25,12873,350,25,same_touch_stable_enough,real_bbo_history_touch_stability,13223,1783579874172,20.58526,9.51012,-11.07514,63,36,-27,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
42,l2Book,1783579887597,1783579887834063470,0.237226,buy,62853,62853,62854,1,0.005,6.02735,26,1205.47,6,0.2737,0,0.2737,6.03235,0.04537203577378633534194799705,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,26,13425,0,26,same_touch_stable_enough,real_bbo_history_touch_stability,13425,1783579874172,20.58526,6.02735,-14.55791,63,26,-37,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
43,trades,1783579887916,1783579888341279549,0.425461,buy,62853,62853,62854,1,0.005,6.02735,26,1205.47,7,0.2737,0,0.2737,6.03235,0.04537203577378633534194799705,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,26,13425,319,26,same_touch_stable_enough,real_bbo_history_touch_stability,13744,1783579874172,20.58526,6.02735,-14.55791,63,26,-37,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
44,l2Book,1783579888118,1783579888403699409,0.285855,buy,62853,62853,62854,1,0.005,6.75763,32,1351.526,6,0.21007,0,0.21007,6.76263,0.03106335848626939519092424101,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,27,13946,0,27,same_touch_stable_enough,real_bbo_history_touch_stability,13946,1783579874172,20.58526,6.75763,-13.82763,63,32,-31,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
