sample_id,source_row_index,future_row_index,hyperliquid_decision_ts,future_hyperliquid_decision_ts,effective_future_age_ms,effective_future_row_delta,context_basis_mid_ticks,basis_magnitude_bucket,hyperliquid_future_mid_move_ticks,wrong_way_loss_ticks,context_hyperliquid_spread_ticks,spread_bucket,input_binance_mid_move_ticks_from_prev,binance_momentum_bucket,context_hyperliquid_top5_imbalance,hl_top5_imbalance_bucket,context_hyperliquid_microprice_minus_mid_ticks,hl_microprice_minus_mid_bucket,context_hyperliquid_join_age_ms,join_age_bucket,visible_movement_bucket,coarse_time_window
cross_exchange_public_sample_xemm_0603_quiet_a_event,1218,1220,1780476041079982422,1780476042133623447,1053.641025,2,15.5,basis_positive_small,-30,30,10,spread_10_20_ticks,0,binance_momentum_zero,0.17951964,hl_top5_imbalance_positive_small,0.89759822,hl_microprice_minus_mid_positive_small,0.000000,join_age_0_50ms,visible_movement_zero,cross_exchange_public_sample_xemm_0603_quiet_a_event:window_middle
cross_exchange_public_sample_xemm_0603_quiet_a_event,1261,1263,1780476064353214981,1780476065410044061,1056.82908,2,62.5,basis_positive_large,-5,5,40,spread_gt_20_ticks,0,binance_momentum_zero,0.99962548,hl_top5_imbalance_positive_small,19.99250951,hl_microprice_minus_mid_positive_medium,0.000000,join_age_0_50ms,visible_movement_zero,cross_exchange_public_sample_xemm_0603_quiet_a_event:window_middle
cross_exchange_public_sample_xemm_0603_quiet_a_event,1290,1292,1780476079945433556,1780476081155274983,1209.841427,2,31.5,basis_positive_medium,-10,10,10,spread_10_20_ticks,0,binance_momentum_zero,0.53808179,hl_top5_imbalance_positive_small,2.69040893,hl_microprice_minus_mid_positive_small,0.000000,join_age_0_50ms,visible_movement_zero,cross_exchange_public_sample_xemm_0603_quiet_a_event:window_middle
cross_exchange_public_sample_xemm_0603_quiet_a_event,1337,1340,1780476105386299722,1780476107190843696,1804.543974,3,52.5,basis_positive_medium,-10,10,10,spread_10_20_ticks,0,binance_momentum_zero,0.69092866,hl_top5_imbalance_positive_small,3.4546433,hl_microprice_minus_mid_positive_small,0.000000,join_age_0_50ms,visible_movement_zero,cross_exchange_public_sample_xemm_0603_quiet_a_event:window_middle
cross_exchange_public_sample_xemm_0603_quiet_a_event,1475,1477,1780476179574804856,1780476180907705802,1332.900946,2,24.5,basis_positive_small,-5,5,10,spread_10_20_ticks,0,binance_momentum_zero,0.81702574,hl_top5_imbalance_positive_small,4.08512868,hl_microprice_minus_mid_positive_small,0.000000,join_age_0_50ms,visible_movement_zero,cross_exchange_public_sample_xemm_0603_quiet_a_event:window_middle
cross_exchange_public_sample_xemm_0603_quiet_a_event,1478,1481,1780476181221736671,1780476182955640970,1733.904299,3,0.5,basis_positive_small,-10,10,10,spread_10_20_ticks,0,binance_momentum_zero,-0.96295259,hl_top5_imbalance_negative_small,-4.81476296,hl_microprice_minus_mid_negative_small,0.000000,join_age_0_50ms,visible_movement_zero,cross_exchange_public_sample_xemm_0603_quiet_a_event:window_middle
cross_exchange_public_sample_xemm_0603_quiet_a_event,1546,1548,1780476217804683731,1780476218963725824,1159.042093,2,7.5,basis_positive_small,-30,30,10,spread_10_20_ticks,0,binance_momentum_zero,-0.62977324,hl_top5_imbalance_negative_small,-3.14886622,hl_microprice_minus_mid_negative_small,0.000000,join_age_0_50ms,visible_movement_zero,cross_exchange_public_sample_xemm_0603_quiet_a_event:window_middle
cross_exchange_public_sample_xemm_0603_quiet_a_event,1548,1551,1780476218963725824,1780476220485598820,1521.872996,3,25.5,basis_positive_medium,-10,10,30,spread_gt_20_ticks,0,binance_momentum_zero,-0.95325708,hl_top5_imbalance_negative_small,-14.29885613,hl_microprice_minus_mid_negative_medium,0.000000,join_age_0_50ms,visible_movement_zero,cross_exchange_public_sample_xemm_0603_quiet_a_event:window_middle
cross_exchange_public_sample_xemm_0603_quiet_a_event,1561,1563,1780476225703291081,1780476226868972072,1165.680991,2,11.5,basis_positive_small,-10,10,10,spread_10_20_ticks,0,binance_momentum_zero,-0.88712124,hl_top5_imbalance_negative_small,-4.43560618,hl_microprice_minus_mid_negative_small,0.000000,join_age_0_50ms,visible_movement_zero,cross_exchange_public_sample_xemm_0603_quiet_a_event:window_middle
cross_exchange_public_sample_xemm_0603_quiet_a_event,1621,1624,1780476258432989014,1780476259831138126,1398.149112,3,43.5,basis_positive_medium,-20,20,10,spread_10_20_ticks,0,binance_momentum_zero,-0.19828776,hl_top5_imbalance_negative_small,-0.99143878,hl_microprice_minus_mid_negative_small,0.000000,join_age_0_50ms,visible_movement_zero,cross_exchange_public_sample_xemm_0603_quiet_a_event:window_middle
cross_exchange_public_sample_xemm_0603_quiet_a_event,1622,1624,1780476258720509464,1780476259831138126,1110.628662,2,8.5,basis_positive_small,-20,20,10,spread_10_20_ticks,-35,binance_momentum_negative_medium,-0.15760498,hl_top5_imbalance_negative_small,-0.78802489,hl_microprice_minus_mid_negative_small,0.000000,join_age_0_50ms,visible_movement_nonzero,cross_exchange_public_sample_xemm_0603_quiet_a_event:window_middle
cross_exchange_public_sample_xemm_0603_quiet_a_event,1623,1625,1780476259403353183,1780476260442920820,1039.567637,2,8.5,basis_positive_small,-20,20,10,spread_10_20_ticks,0,binance_momentum_zero,-0.95271628,hl_top5_imbalance_negative_small,-4.76358142,hl_microprice_minus_mid_negative_small,0.000000,join_age_0_50ms,visible_movement_zero,cross_exchange_public_sample_xemm_0603_quiet_a_event:window_middle
cross_exchange_public_sample_xemm_0603_quiet_a_event,1629,1631,1780476262519022838,1780476263698664807,1179.641969,2,28.5,basis_positive_medium,-10,10,10,spread_10_20_ticks,0,binance_momentum_zero,-0.57888061,hl_top5_imbalance_negative_small,-2.89440303,hl_microprice_minus_mid_negative_small,0.000000,join_age_0_50ms,visible_movement_zero,cross_exchange_public_sample_xemm_0603_quiet_a_event:window_middle
cross_exchange_public_sample_xemm_0603_quiet_a_event,1658,1661,1780476278565151434,1780476279849640185,1284.488751,3,10.5,basis_positive_small,-80,80,10,spread_10_20_ticks,0,binance_momentum_zero,-0.83114768,hl_top5_imbalance_negative_small,-4.15573842,hl_microprice_minus_mid_negative_small,0.000000,join_age_0_50ms,visible_movement_zero,cross_exchange_public_sample_xemm_0603_quiet_a_event:window_middle
cross_exchange_public_sample_xemm_0603_quiet_a_event,1703,1705,1780476302405317782,1780476304031389080,1626.071298,2,23.5,basis_positive_small,-30,30,10,spread_10_20_ticks,0,binance_momentum_zero,0.4363552,hl_top5_imbalance_positive_small,2.18177601,hl_microprice_minus_mid_positive_small,0.000000,join_age_0_50ms,visible_movement_zero,cross_exchange_public_sample_xemm_0603_quiet_a_event:window_middle
cross_exchange_public_sample_xemm_0603_quiet_a_event,1704,1705,1780476302935464945,1780476304031389080,1095.924135,1,23.5,basis_positive_small,-30,30,10,spread_10_20_ticks,0,binance_momentum_zero,0.8411969,hl_top5_imbalance_positive_small,4.20598448,hl_microprice_minus_mid_positive_small,0.000000,join_age_0_50ms,visible_movement_zero,cross_exchange_public_sample_xemm_0603_quiet_a_event:window_middle
cross_exchange_public_sample_xemm_0603_quiet_a_event,1709,1711,1780476305737436176,1780476306858896275,1121.460099,2,53.5,basis_positive_medium,-20,20,10,spread_10_20_ticks,0,binance_momentum_zero,0.86220699,hl_top5_imbalance_positive_small,4.31103495,hl_microprice_minus_mid_positive_small,0.000000,join_age_0_50ms,visible_movement_zero,cross_exchange_public_sample_xemm_0603_quiet_a_event:window_middle
cross_exchange_public_sample_xemm_0603_quiet_a_event,1730,1732,1780476317147962990,1780476318242627206,1094.664216,2,16.5,basis_positive_small,-150,150,10,spread_10_20_ticks,0,binance_momentum_zero,-0.94296423,hl_top5_imbalance_negative_small,-4.71482116,hl_microprice_minus_mid_negative_small,0.000000,join_age_0_50ms,visible_movement_zero,cross_exchange_public_sample_xemm_0603_quiet_a_event:window_middle
cross_exchange_public_sample_xemm_0603_quiet_a_event,1804,1806,1780476357042851775,1780476358213929061,1171.077286,2,20.5,basis_positive_small,-10,10,10,spread_10_20_ticks,0,binance_momentum_zero,0.76577629,hl_top5_imbalance_positive_small,3.82888147,hl_microprice_minus_mid_positive_small,0.000000,join_age_0_50ms,visible_movement_zero,cross_exchange_public_sample_xemm_0603_quiet_a_event:window_middle
cross_exchange_public_sample_xemm_0603_quiet_a_event,1816,1818,1780476363664727934,1780476364771307804,1106.57987,2,1.5,basis_positive_small,-10,10,10,spread_10_20_ticks,0,binance_momentum_zero,-0.02208236,hl_top5_imbalance_negative_small,-0.11041178,hl_microprice_minus_mid_negative_small,0.000000,join_age_0_50ms,visible_movement_zero,cross_exchange_public_sample_xemm_0603_quiet_a_event:window_middle
cross_exchange_public_sample_xemm_0603_quiet_a_event,1817,1819,1780476364384726021,1780476365432748127,1048.022106,2,1.5,basis_positive_small,-20,20,10,spread_10_20_ticks,0,binance_momentum_zero,-0.85723064,hl_top5_imbalance_negative_small,-4.28615322,hl_microprice_minus_mid_negative_small,0.000000,join_age_0_50ms,visible_movement_zero,cross_exchange_public_sample_xemm_0603_quiet_a_event:window_middle
cross_exchange_public_sample_xemm_0603_quiet_a_event,1818,1820,1780476364771307804,1780476365879819304,1108.5115,2,11.5,basis_positive_small,-10,10,10,spread_10_20_ticks,0,binance_momentum_zero,-0.9527299,hl_top5_imbalance_negative_small,-4.76364948,hl_microprice_minus_mid_negative_small,0.000000,join_age_0_50ms,visible_movement_zero,cross_exchange_public_sample_xemm_0603_quiet_a_event:window_middle
cross_exchange_public_sample_xemm_0603_quiet_a_event,1858,1860,1780476386545054000,1780476387780577830,1235.52383,2,9.5,basis_positive_small,-120,120,10,spread_10_20_ticks,0,binance_momentum_zero,0.10029164,hl_top5_imbalance_positive_small,0.5014582,hl_microprice_minus_mid_positive_small,0.000000,join_age_0_50ms,visible_movement_zero,cross_exchange_public_sample_xemm_0603_quiet_a_event:window_middle
cross_exchange_public_sample_xemm_0603_quiet_a_event,1878,1880,1780476397181412210,1780476398322265172,1140.852962,2,22.5,basis_positive_small,-5,5,10,spread_10_20_ticks,0,binance_momentum_zero,0.87553194,hl_top5_imbalance_positive_small,4.3776597,hl_microprice_minus_mid_positive_small,0.000000,join_age_0_50ms,visible_movement_zero,cross_exchange_public_sample_xemm_0603_quiet_a_event:window_middle
cross_exchange_public_sample_xemm_0603_quiet_a_event,1917,1919,1780476418173057356,1780476419593748447,1420.691091,2,0.5,basis_positive_small,-10,10,10,spread_10_20_ticks,0,binance_momentum_zero,-0.3868291,hl_top5_imbalance_negative_small,-1.93414552,hl_microprice_minus_mid_negative_small,0.000000,join_age_0_50ms,visible_movement_zero,cross_exchange_public_sample_xemm_0603_quiet_a_event:window_middle
cross_exchange_public_sample_xemm_0603_quiet_a_event,1918,1920,1780476418730052625,1780476419939442061,1209.389436,2,0.5,basis_positive_small,-10,10,10,spread_10_20_ticks,0,binance_momentum_zero,-0.92039343,hl_top5_imbalance_negative_small,-4.60196716,hl_microprice_minus_mid_negative_small,0.000000,join_age_0_50ms,visible_movement_zero,cross_exchange_public_sample_xemm_0603_quiet_a_event:window_middle
cross_exchange_public_sample_xemm_0603_quiet_a_event,1954,1956,1780476438080071016,1780476439293858786,1213.78777,2,51.5,basis_positive_medium,-40,40,10,spread_10_20_ticks,0,binance_momentum_zero,0.87825132,hl_top5_imbalance_positive_small,4.39125658,hl_microprice_minus_mid_positive_small,0.000000,join_age_0_50ms,visible_movement_zero,cross_exchange_public_sample_xemm_0603_quiet_a_event:window_middle
cross_exchange_public_sample_xemm_0603_quiet_a_event,1970,1972,1780476446662634890,1780476447760417172,1097.782282,2,66.5,basis_positive_large,-40,40,10,spread_10_20_ticks,0,binance_momentum_zero,0.97721429,hl_top5_imbalance_positive_small,4.88607143,hl_microprice_minus_mid_positive_small,0.000000,join_age_0_50ms,visible_movement_zero,cross_exchange_public_sample_xemm_0603_quiet_a_event:window_middle
cross_exchange_public_sample_xemm_0603_quiet_a_event,1981,1983,1780476452650579867,1780476453782819041,1132.239174,2,47.5,basis_positive_medium,-5,5,10,spread_10_20_ticks,0,binance_momentum_zero,0.9880415,hl_top5_imbalance_positive_small,4.94020749,hl_microprice_minus_mid_positive_small,0.000000,join_age_0_50ms,visible_movement_zero,cross_exchange_public_sample_xemm_0603_quiet_a_event:window_middle
cross_exchange_public_sample_xemm_0603_quiet_a_event,1982,1984,1780476453149646065,1780476454328742934,1179.096869,2,47.5,basis_positive_medium,-40,40,10,spread_10_20_ticks,0,binance_momentum_zero,0.96406162,hl_top5_imbalance_positive_small,4.82030812,hl_microprice_minus_mid_positive_small,0.000000,join_age_0_50ms,visible_movement_zero,cross_exchange_public_sample_xemm_0603_quiet_a_event:window_middle
cross_exchange_public_sample_xemm_0603_quiet_a_event,2019,2021,1780476473279280358,1780476474360206134,1080.925776,2,54.5,basis_positive_medium,-15,15,10,spread_10_20_ticks,0,binance_momentum_zero,0.99928943,hl_top5_imbalance_positive_small,4.99644713,hl_microprice_minus_mid_positive_small,0.000000,join_age_0_50ms,visible_movement_zero,cross_exchange_public_sample_xemm_0603_quiet_a_event:window_middle
cross_exchange_public_sample_xemm_0603_quiet_a_event,2035,2037,1780476481889894550,1780476483055232991,1165.338441,2,37.5,basis_positive_medium,-20,20,10,spread_10_20_ticks,0,binance_momentum_zero,0.99991432,hl_top5_imbalance_positive_small,4.99957162,hl_microprice_minus_mid_positive_small,0.000000,join_age_0_50ms,visible_movement_zero,cross_exchange_public_sample_xemm_0603_quiet_a_event:window_middle
cross_exchange_public_sample_xemm_0603_quiet_a_event,2046,2048,1780476487795898419,1780476488911916581,1116.018162,2,22.5,basis_positive_small,-25,25,20,spread_10_20_ticks,0,binance_momentum_zero,-0.73885832,hl_top5_imbalance_negative_small,-7.38858318,hl_microprice_minus_mid_negative_small,0.000000,join_age_0_50ms,visible_movement_zero,cross_exchange_public_sample_xemm_0603_quiet_a_event:window_middle
cross_exchange_public_sample_xemm_0603_quiet_a_event,2072,2074,1780476501671952512,1780476502817766207,1145.813695,2,23.5,basis_positive_small,-15,15,10,spread_10_20_ticks,0,binance_momentum_zero,0.22842885,hl_top5_imbalance_positive_small,1.14214425,hl_microprice_minus_mid_positive_small,0.000000,join_age_0_50ms,visible_movement_zero,cross_exchange_public_sample_xemm_0603_quiet_a_event:window_middle
cross_exchange_public_sample_xemm_0603_quiet_a_event,2084,2086,1780476508198257979,1780476509374332309,1176.07433,2,16.5,basis_positive_small,-80,80,10,spread_10_20_ticks,0,binance_momentum_zero,-0.85883027,hl_top5_imbalance_negative_small,-4.29415135,hl_microprice_minus_mid_negative_small,0.000000,join_age_0_50ms,visible_movement_zero,cross_exchange_public_sample_xemm_0603_quiet_a_event:window_middle
cross_exchange_public_sample_xemm_0603_quiet_a_event,2085,2087,1780476508757032947,1780476509833592436,1076.559489,2,16.5,basis_positive_small,-80,80,10,spread_10_20_ticks,0,binance_momentum_zero,-0.83296648,hl_top5_imbalance_negative_small,-4.16483239,hl_microprice_minus_mid_negative_small,0.000000,join_age_0_50ms,visible_movement_zero,cross_exchange_public_sample_xemm_0603_quiet_a_event:window_middle
cross_exchange_public_sample_xemm_0603_quiet_a_event,2112,2114,1780476523278585378,1780476524399169046,1120.583668,2,16.5,basis_positive_small,-50,50,10,spread_10_20_ticks,0,binance_momentum_zero,0.88315433,hl_top5_imbalance_positive_small,4.41577163,hl_microprice_minus_mid_positive_small,0.000000,join_age_0_50ms,visible_movement_zero,cross_exchange_public_sample_xemm_0603_quiet_a_event:window_middle
cross_exchange_public_sample_xemm_0603_quiet_a_event,2221,2224,1780476582531646346,1780476583992509858,1460.863512,3,1.5,basis_positive_small,-20,20,10,spread_10_20_ticks,0,binance_momentum_zero,-0.98253441,hl_top5_imbalance_negative_small,-4.91267207,hl_microprice_minus_mid_negative_small,0.000000,join_age_0_50ms,visible_movement_zero,cross_exchange_public_sample_xemm_0603_quiet_a_event:window_middle
cross_exchange_public_sample_xemm_0603_quiet_a_event,2222,2224,1780476582960894254,1780476583992509858,1031.615604,2,11.5,basis_positive_small,-10,10,10,spread_10_20_ticks,0,binance_momentum_zero,-0.97463405,hl_top5_imbalance_negative_small,-4.87317025,hl_microprice_minus_mid_negative_small,0.000000,join_age_0_50ms,visible_movement_zero,cross_exchange_public_sample_xemm_0603_quiet_a_event:window_middle
cross_exchange_public_sample_xemm_0603_quiet_a_event,2232,2235,1780476588427920295,1780476590053492495,1625.5722,3,33.5,basis_positive_medium,-20,20,10,spread_10_20_ticks,0,binance_momentum_zero,0.48330853,hl_top5_imbalance_positive_small,2.41654267,hl_microprice_minus_mid_positive_small,0.000000,join_age_0_50ms,visible_movement_zero,cross_exchange_public_sample_xemm_0603_quiet_a_event:window_middle
cross_exchange_public_sample_xemm_0603_quiet_a_event,2270,2272,1780476608901127970,1780476610001835980,1100.70801,2,56.5,basis_positive_medium,-10,10,10,spread_10_20_ticks,0,binance_momentum_zero,0.9700676,hl_top5_imbalance_positive_small,4.85033798,hl_microprice_minus_mid_positive_small,0.000000,join_age_0_50ms,visible_movement_zero,cross_exchange_public_sample_xemm_0603_quiet_a_event:window_middle
cross_exchange_public_sample_xemm_0603_quiet_a_event,2306,2308,1780476628547358233,1780476629610882648,1063.524415,2,3.5,basis_positive_small,-30,30,10,spread_10_20_ticks,0,binance_momentum_zero,-0.95339402,hl_top5_imbalance_negative_small,-4.76697011,hl_microprice_minus_mid_negative_small,0.000000,join_age_0_50ms,visible_movement_zero,cross_exchange_public_sample_xemm_0603_quiet_a_event:window_middle
cross_exchange_public_sample_xemm_0603_quiet_a_event,2307,2309,1780476629091284162,1780476630147135099,1055.850937,2,23.5,basis_positive_small,-10,10,10,spread_10_20_ticks,0,binance_momentum_zero,-0.79789501,hl_top5_imbalance_negative_small,-3.98947506,hl_microprice_minus_mid_negative_small,0.000000,join_age_0_50ms,visible_movement_zero,cross_exchange_public_sample_xemm_0603_quiet_a_event:window_middle
cross_exchange_public_sample_xemm_0603_quiet_a_event,2339,2341,1780476646558243401,1780476647686102790,1127.859389,2,44.5,basis_positive_medium,-120,120,10,spread_10_20_ticks,0,binance_momentum_zero,0.85602763,hl_top5_imbalance_positive_small,4.28013813,hl_microprice_minus_mid_positive_small,0.000000,join_age_0_50ms,visible_movement_zero,cross_exchange_public_sample_xemm_0603_quiet_a_event:window_middle
cross_exchange_public_sample_xemm_0603_quiet_a_event,2588,2590,1780476780975086122,1780476782403959801,1428.873679,2,3.5,basis_positive_small,-10,10,10,spread_10_20_ticks,0,binance_momentum_zero,0.14736113,hl_top5_imbalance_positive_small,0.73680565,hl_microprice_minus_mid_positive_small,0.000000,join_age_0_50ms,visible_movement_zero,cross_exchange_public_sample_xemm_0603_quiet_a_event:window_late
cross_exchange_public_sample_xemm_0603_quiet_a_event,2651,2653,1780476815067688602,1780476816232967085,1165.278483,2,12.5,basis_positive_small,-120,120,10,spread_10_20_ticks,0,binance_momentum_zero,0.58213568,hl_top5_imbalance_positive_small,2.91067841,hl_microprice_minus_mid_positive_small,0.000000,join_age_0_50ms,visible_movement_zero,cross_exchange_public_sample_xemm_0603_quiet_a_event:window_late
cross_exchange_public_sample_xemm_0603_quiet_a_event,2707,2709,1780476845266921031,1780476846417816029,1150.894998,2,10.5,basis_positive_small,-10,10,10,spread_10_20_ticks,0,binance_momentum_zero,0.9248432,hl_top5_imbalance_positive_small,4.62421598,hl_microprice_minus_mid_positive_small,0.000000,join_age_0_50ms,visible_movement_zero,cross_exchange_public_sample_xemm_0603_quiet_a_event:window_late
cross_exchange_public_sample_xemm_0603_quiet_a_event,2838,2840,1780476916230794425,1780476917476814256,1246.019831,2,27.5,basis_positive_medium,-15,15,10,spread_10_20_ticks,0,binance_momentum_zero,0.5860937,hl_top5_imbalance_positive_small,2.93046849,hl_microprice_minus_mid_positive_small,0.000000,join_age_0_50ms,visible_movement_zero,cross_exchange_public_sample_xemm_0603_quiet_a_event:window_late
cross_exchange_public_sample_xemm_0603_quiet_a_event,2839,2841,1780476916780059897,1780476918275968886,1495.908989,2,27.5,basis_positive_medium,-120,120,10,spread_10_20_ticks,0,binance_momentum_zero,0.66696876,hl_top5_imbalance_positive_small,3.33484382,hl_microprice_minus_mid_positive_small,0.000000,join_age_0_50ms,visible_movement_zero,cross_exchange_public_sample_xemm_0603_quiet_a_event:window_late
cross_exchange_public_sample_xemm_0603_quiet_a_event,3234,3237,1780477130933294906,1780477132508436630,1575.141724,3,59.5,basis_positive_large,-10,10,10,spread_10_20_ticks,0,binance_momentum_zero,0.99995109,hl_top5_imbalance_positive_small,4.99975547,hl_microprice_minus_mid_positive_small,0.000000,join_age_0_50ms,visible_movement_zero,cross_exchange_public_sample_xemm_0603_quiet_a_event:window_late
cross_exchange_public_sample_xemm_0603_quiet_b_event,562,564,1780494940820908634,1780494942032910392,1212.001758,2,10.5,basis_positive_small,-60,60,10,spread_10_20_ticks,0,binance_momentum_zero,0.56615608,hl_top5_imbalance_positive_small,2.83078042,hl_microprice_minus_mid_positive_small,0.000000,join_age_0_50ms,visible_movement_zero,cross_exchange_public_sample_xemm_0603_quiet_b_event:window_early
cross_exchange_public_sample_xemm_0603_quiet_b_event,948,950,1780495149495150451,1780495151057471951,1562.3215,2,15.5,basis_positive_small,-5,5,10,spread_10_20_ticks,0,binance_momentum_zero,0.92504234,hl_top5_imbalance_positive_small,4.62521172,hl_microprice_minus_mid_positive_small,0.000000,join_age_0_50ms,visible_movement_zero,cross_exchange_public_sample_xemm_0603_quiet_b_event:window_early
cross_exchange_public_sample_xemm_0603_quiet_b_event,1162,1164,1780495265778878536,1780495267076382923,1297.504387,2,30.5,basis_positive_medium,-80,80,10,spread_10_20_ticks,42,binance_momentum_positive_medium,-0.96032024,hl_top5_imbalance_negative_small,-4.80160118,hl_microprice_minus_mid_negative_small,0.000000,join_age_0_50ms,visible_movement_nonzero,cross_exchange_public_sample_xemm_0603_quiet_b_event:window_early
cross_exchange_public_sample_xemm_0603_quiet_b_event,3308,3310,1780496424893499486,1780496426470250607,1576.751121,2,38.5,basis_positive_medium,-15,15,20,spread_10_20_ticks,35,binance_momentum_positive_medium,-0.99871016,hl_top5_imbalance_negative_small,-9.98710156,hl_microprice_minus_mid_negative_small,0.000000,join_age_0_50ms,visible_movement_nonzero,cross_exchange_public_sample_xemm_0603_quiet_b_event:window_late
cross_exchange_public_sample_xemm_0603_quiet_c_event,1381,1384,1780502587740163924,1780502589004405620,1264.241696,3,61.5,basis_positive_large,-10,10,30,spread_gt_20_ticks,0,binance_momentum_zero,0.21394299,hl_top5_imbalance_positive_small,3.20914492,hl_microprice_minus_mid_positive_small,0.000000,join_age_0_50ms,visible_movement_zero,cross_exchange_public_sample_xemm_0603_quiet_c_event:window_middle
cross_exchange_public_sample_xemm_0603_quiet_c_event,1382,1385,1780502588286553140,1780502589416268366,1129.715226,3,165.5,basis_positive_large,-30,30,10,spread_10_20_ticks,4,binance_momentum_positive_small,0.93301908,hl_top5_imbalance_positive_small,4.66509542,hl_microprice_minus_mid_positive_small,0.000000,join_age_0_50ms,visible_movement_nonzero,cross_exchange_public_sample_xemm_0603_quiet_c_event:window_middle
