event_sequence,source_channel,source_event_exchange_time_ms,source_local_receive_ts_ns,candidate_age_seconds_at_eval,side,quote_px,bid,ask,spread_ticks,order_size_btc,same_side_top_qty_btc,same_side_top_order_count,top_depth_multiple_of_order,rolling_trade_count_last_3s,touch_trade_qty_btc,strict_trade_through_qty_btc,at_or_through_trade_qty_btc,required_depletion_qty_btc,queue_depletion_multiple,public_depletion_status,quality_bucket,dynamic_size_btc,allowed,skip_reason,bbo_history_count,bbo_history_span_ms,last_l2_age_ms,same_touch_bbo_count,bbo_history_status,freshness_source,touch_stability_ms,last_touch_change_ms,previous_top_qty,current_top_qty,reset_qty_delta,previous_order_count,current_order_count,reset_order_count_delta,top_reset_status,top_reset_reason,fresh_touch_evidence_status,fresh_touch_evidence_reason,fresh_touch_block_reason,queue_reset_block_reason,local_receive_ordering_status,exchange_time_ordering_status,inference_scope
11,l2Book,1784187096880,1784187097323431210,0.443599,buy,64479,64479,64480,1,0.005,5.43778,6,1087.556,3,0,0,0,5.44278,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,8,3703,0,8,same_touch_stable_enough,real_bbo_history_touch_stability,3703,1784187093177,20.54895,5.43778,-15.11117,63,6,-57,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
12,l2Book,1784187097399,1784187097655075301,0.25627,buy,64479,64479,64480,1,0.005,4.86043,2,972.086,2,0,0,0,4.86543,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,9,4222,0,9,same_touch_stable_enough,real_bbo_history_touch_stability,4222,1784187093177,20.54895,4.86043,-15.68852,63,2,-61,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
13,trades,1784187097399,1784187097655496851,0.256562,buy,64479,64479,64480,1,0.005,4.86043,2,972.086,4,0.16332,0,0.16332,4.86543,0.03356743391642670843070396656,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,9,4222,0,9,same_touch_stable_enough,real_bbo_history_touch_stability,4222,1784187093177,20.54895,4.86043,-15.68852,63,2,-61,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
14,trades,1784187097457,1784187097690414034,0.233577,buy,64479,64479,64480,1,0.005,4.86043,2,972.086,6,1.42998,0,1.42998,4.86543,0.2939061912307853571010167652,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,9,4222,58,9,same_touch_stable_enough,real_bbo_history_touch_stability,4280,1784187093177,20.54895,4.86043,-15.68852,63,2,-61,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
15,trades,1784187097555,1784187097753384961,0.198554,buy,64479,64479,64480,1,0.005,4.86043,2,972.086,7,1.69664,0,1.69664,4.86543,0.3487132689197049387207297197,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,9,4222,156,9,same_touch_stable_enough,real_bbo_history_touch_stability,4378,1784187093177,20.54895,4.86043,-15.68852,63,2,-61,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
16,trades,1784187097804,1784187097982807291,0.178972,buy,64479,64479,64480,1,0.005,4.86043,2,972.086,8,1.9633,0,1.9633,4.86543,0.4035203466086245203404426741,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,9,4222,405,9,same_touch_stable_enough,real_bbo_history_touch_stability,4627,1784187093177,20.54895,4.86043,-15.68852,63,2,-61,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
17,trades,1784187097864,1784187098064208489,0.20037,buy,64479,64479,64480,1,0.005,4.86043,2,972.086,9,2.9633,0,2.9633,4.86543,0.6090520262340635873910425183,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,9,4222,465,9,same_touch_stable_enough,real_bbo_history_touch_stability,4687,1784187093177,20.54895,4.86043,-15.68852,63,2,-61,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
18,l2Book,1784187097921,1784187098172453705,0.251644,buy,64479,64479,64480,1,0.005,2.06045,2,412.09,9,2.9633,0,2.9633,2.06545,1.434699460166065506306131836,depleted_top_plus_order_proxy,,0.005,False,missing_same_side_strict_through_support,10,4744,0,10,same_touch_stable_enough,real_bbo_history_touch_stability,4744,1784187093177,20.54895,2.06045,-18.4885,63,2,-61,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
19,trades,1784187098007,1784187098242111444,0.235277,buy,64479,64479,64480,1,0.005,2.06045,2,412.09,10,3.02875,0,3.02875,2.06545,1.466387470042847805562952383,depleted_top_plus_order_proxy,,0.005,False,missing_same_side_strict_through_support,10,4744,86,10,same_touch_stable_enough,real_bbo_history_touch_stability,4830,1784187093177,20.54895,2.06045,-18.4885,63,2,-61,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
20,trades,1784187098067,1784187098270009832,0.20317,buy,64479,64479,64480,1,0.005,2.06045,2,412.09,11,3.11689,0,3.11689,2.06545,1.509060979447578009634704302,depleted_top_plus_order_proxy,,0.005,False,missing_same_side_strict_through_support,10,4744,146,10,same_touch_stable_enough,real_bbo_history_touch_stability,4890,1784187093177,20.54895,2.06045,-18.4885,63,2,-61,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
21,l2Book,1784187098470,1784187098707163044,0.237376,buy,64479,64479,64480,1,0.005,1.90686,2,381.372,11,3.11689,0,3.11689,1.91186,1.630291966985030284644273116,depleted_top_plus_order_proxy,,0.005,False,missing_same_side_strict_through_support,11,5293,0,11,same_touch_stable_enough,real_bbo_history_touch_stability,5293,1784187093177,20.54895,1.90686,-18.64209,63,2,-61,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
22,l2Book,1784187099019,1784187099280975823,0.262162,buy,64479,64479,64480,1,0.005,1.90686,2,381.372,9,3.11689,0,3.11689,1.91186,1.630291966985030284644273116,depleted_top_plus_order_proxy,,0.005,False,missing_same_side_strict_through_support,12,5842,0,12,same_touch_stable_enough,real_bbo_history_touch_stability,5842,1784187093177,20.54895,1.90686,-18.64209,63,2,-61,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
23,l2Book,1784187099557,1784187099779982858,0.223184,buy,64479,64479,64480,1,0.005,1.90686,2,381.372,9,3.11689,0,3.11689,1.91186,1.630291966985030284644273116,depleted_top_plus_order_proxy,,0.005,False,missing_same_side_strict_through_support,13,6380,0,13,same_touch_stable_enough,real_bbo_history_touch_stability,6380,1784187093177,20.54895,1.90686,-18.64209,63,2,-61,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
24,trades,1784187100027,1784187100261530124,0.234722,buy,64479,64479,64480,1,0.005,1.90686,2,381.372,10,3.11793,0,3.11793,1.91186,1.63083593987007416861067233,depleted_top_plus_order_proxy,,0.005,False,missing_same_side_strict_through_support,13,6380,470,13,same_touch_stable_enough,real_bbo_history_touch_stability,6850,1784187093177,20.54895,1.90686,-18.64209,63,2,-61,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
25,l2Book,1784187100091,1784187100324374558,0.233556,buy,64479,64479,64480,1,0.005,1.90582,2,381.164,10,3.11793,0,3.11793,1.91082,1.631723553238923603479134612,depleted_top_plus_order_proxy,,0.005,False,missing_same_side_strict_through_support,14,6914,0,14,same_touch_stable_enough,real_bbo_history_touch_stability,6914,1784187093177,20.54895,1.90582,-18.64313,63,2,-61,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
26,l2Book,1784187100616,1784187100873066647,0.257266,buy,64479,64479,64480,1,0.005,6.90582,3,1381.164,5,1.42129,0,1.42129,6.91082,0.2056615568051258750770530849,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,15,7439,0,15,same_touch_stable_enough,real_bbo_history_touch_stability,7439,1784187093177,20.54895,6.90582,-13.64313,63,3,-60,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
27,trades,1784187100840,1784187101069839420,0.230022,buy,64479,64479,64480,1,0.005,6.90582,3,1381.164,6,1.57246,0,1.57246,6.91082,0.2275359508712424864198459807,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,15,7439,224,15,same_touch_stable_enough,real_bbo_history_touch_stability,7663,1784187093177,20.54895,6.90582,-13.64313,63,3,-60,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
28,trades,1784187100963,1784187101191946932,0.229174,buy,64479,64479,64480,1,0.005,6.90582,3,1381.164,29,4.90089,0,4.90089,6.91082,0.7091618650174653659044802209,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,15,7439,347,15,same_touch_stable_enough,real_bbo_history_touch_stability,7786,1784187093177,20.54895,6.90582,-13.64313,63,3,-60,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
29,trades,1784187101044,1784187101322176752,0.278459,buy,64479,64479,64480,1,0.005,6.90582,3,1381.164,67,6.995,0.28665,7.28165,6.91082,1.05365933420346644826518416,depleted_top_plus_order_proxy,,0.002,False,outside_quality_a_b_queue_bands,15,7439,428,15,same_touch_stable_enough,real_bbo_history_touch_stability,7867,1784187093177,20.54895,6.90582,-13.64313,63,3,-60,reset_supported,same_touch_top_qty_or_order_count_reduced,pass,,,,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
30,l2Book,1784187101172,1784187101441638173,0.269864,buy,64467,64467,64470,3,0.005,0.0056,1,1.12,66,0,0,0,0.0106,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,16,7995,0,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,0,1784187101172,,0.0056,,,1,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
31,trades,1784187101172,1784187101442145547,0.270273,buy,64467,64467,64470,3,0.005,0.0056,1,1.12,70,0,0,0,0.0106,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,16,7995,0,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,0,1784187101172,,0.0056,,,1,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
32,trades,1784187101244,1784187101490800442,0.247003,buy,64467,64467,64470,3,0.005,0.0056,1,1.12,71,0.0056,0,0.0056,0.0106,0.5283018867924528301886792453,depleted_visible_top_proxy_only,,0.0014,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,16,7995,72,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,72,1784187101172,,0.0056,,,1,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
33,l2Book,1784187101700,1784187101926553618,0.226792,buy,64466,64466,64467,1,0.005,0.53368,2,106.736,71,0,0,0,0.53868,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,17,8523,0,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,0,1784187101700,,0.53368,,,2,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
34,trades,1784187101755,1784187101979069716,0.224341,buy,64466,64466,64467,1,0.005,0.53368,2,106.736,73,0.37873,0,0.37873,0.53868,0.7030704685527585950842800921,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,17,8523,55,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,55,1784187101700,,0.53368,,,2,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
35,trades,1784187101812,1784187102032666389,0.220912,buy,64466,64466,64467,1,0.005,0.53368,2,106.736,80,0.53368,0.11025,0.64393,0.53868,1.195385015222395485260265835,depleted_top_plus_order_proxy,,0.005,False,missing_touch_freshness_or_queue_reset_evidence,17,8523,112,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,112,1784187101700,,0.53368,,,2,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
36,trades,1784187101957,1784187102386257383,0.429505,buy,64466,64466,64467,1,0.005,0.53368,2,106.736,84,0.53368,0.12622,0.6599,0.53868,1.225031558624786515185267691,depleted_top_plus_order_proxy,,0.002,False,outside_quality_a_b_queue_bands,17,8523,257,1,same_touch_stable_enough,real_bbo_history_touch_stability,257,1784187101700,,0.53368,,,2,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
37,l2Book,1784187102218,1784187102467228792,0.249451,buy,64459,64459,64460,1,0.005,0.08964,1,17.928,84,0.01346,0,0.01346,0.09464,0.1422231614539306846999154691,touched_quote_without_depletion,,0.00336,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,18,9041,0,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,0,1784187102218,,0.08964,,,1,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
38,trades,1784187102565,1784187102774504850,0.209767,buy,64459,64459,64460,1,0.005,0.08964,1,17.928,85,0.02121,0,0.02121,0.09464,0.2241124260355029585798816568,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,18,9041,347,1,same_touch_stable_enough,real_bbo_history_touch_stability,347,1784187102218,,0.08964,,,1,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
39,trades,1784187102623,1784187102838771332,0.215991,buy,64459,64459,64460,1,0.005,0.08964,1,17.928,86,0.04021,0,0.04021,0.09464,0.4248732037193575655114116653,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support,18,9041,405,1,same_touch_stable_enough,real_bbo_history_touch_stability,405,1784187102218,,0.08964,,,1,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
40,trades,1784187102707,1784187102895089378,0.188338,buy,64459,64459,64460,1,0.005,0.08964,1,17.928,87,0.1031,0,0.1031,0.09464,1.089391377852916314454775993,depleted_top_plus_order_proxy,,0.005,False,missing_same_side_strict_through_support,18,9041,489,1,same_touch_stable_enough,real_bbo_history_touch_stability,489,1784187102218,,0.08964,,,1,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
41,l2Book,1784187102766,1784187103025490429,0.259723,buy,64454,64454,64458,4,0.005,0.00495,3,0.99,87,0,0,0,0.00995,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,19,9589,0,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,0,1784187102766,,0.00495,,,3,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
42,trades,1784187102766,1784187103026153253,0.260619,buy,64454,64454,64458,4,0.005,0.00495,3,0.99,97,0,0,0,0.00995,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,19,9589,0,1,same_touch_seen_but_not_stable,real_bbo_history_insufficient,0,1784187102766,,0.00495,,,3,,missing,no_prior_same_touch_bbo,block,no_prior_same_touch_bbo,same_touch_seen_but_not_stable,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_equal_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
43,trades,1784187103229,1784187103465840567,0.237092,buy,64454,64454,64458,4,0.005,0.00495,3,0.99,104,0.00495,0.08352,0.08847,0.00995,8.891457286432160804020100503,depleted_top_plus_order_proxy,quality_a,0.005,True,,19,9589,463,1,same_touch_stable_enough,real_bbo_history_touch_stability,463,1784187102766,,0.00495,,,3,,missing,no_prior_same_touch_bbo,pass,,,no_prior_same_touch_bbo,latest_l2_received_before_or_at_candidate,latest_l2_exchange_time_before_candidate,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability
