schema_version,session_id,segment_id,connection_epoch_id,horizon_ms,support_projection_row_count,support_projection_sha256,first_grid_ts_ns,last_grid_ts_ns
skhynix_stage_h0a_support_v1,jul30,segment_0001,segment_0001:epoch_0,250,179978,18c7b1328745fd344f6ff9f898689018ff267909c49bb747bd705e0e501899ca,1785369289530000000,1785371089300000000
skhynix_stage_h0a_support_v1,jul30,segment_0001,segment_0001:epoch_0,500,179978,20dbb51ea7190316b5f45ca11ac81c4f2e111d748762fb50d2ca4371ce3dbecc,1785369289530000000,1785371089300000000
skhynix_stage_h0a_support_v1,jul30,segment_0001,segment_0001:epoch_0,1000,179978,2f28941ef08268fd619a72931f6ba08a68fac4e2dffa68ad9818b53f6a4befea,1785369289530000000,1785371089300000000
skhynix_stage_h0a_support_v1,jul30,segment_0001,segment_0001:epoch_0,2000,179978,72dc6ce2b257dba15d64d0b057cfd3de4cfa19f0716368637e5635fe85127eb9,1785369289530000000,1785371089300000000
skhynix_stage_h0a_support_v1,jul30,segment_0002,segment_0002:epoch_0,50,179982,86bfcd1ff3f39fc0c9c25dcecac913c471945e7801fc15d114c990b0e6479afb,1785371090650000000,1785372890460000000
skhynix_stage_h0a_support_v1,jul30,segment_0002,segment_0002:epoch_0,100,179982,b0fed5528df7f50c6e32b67558a37dc1b4dc0ccab059a6350c3f2862bc04d7b2,1785371090650000000,1785372890460000000
skhynix_stage_h0a_support_v1,jul30,segment_0002,segment_0002:epoch_0,250,179982,f43fefa844bcf0e365692aad2a0d62e1e4df07dee32b8ed2ded130fdbc7f5157,1785371090650000000,1785372890460000000
skhynix_stage_h0a_support_v1,jul30,segment_0002,segment_0002:epoch_0,500,179982,44382d4bdc654f945d6f4fcae4d49454da30d08cc4ccb8be40cece46f33291ce,1785371090650000000,1785372890460000000
skhynix_stage_h0a_support_v1,jul30,segment_0002,segment_0002:epoch_0,1000,179982,65144a63605bc6c7652fea10d77105c8fe24d2e386fbd3c75e0d536280d78744,1785371090650000000,1785372890460000000
skhynix_stage_h0a_support_v1,jul30,segment_0002,segment_0002:epoch_0,2000,179982,efb0c6e13c6e9010e327b031777f74bbf884b2d5d916761b3205fd8adeb3b40f,1785371090650000000,1785372890460000000
skhynix_stage_h0a_support_v1,jul30,segment_0003,segment_0003:epoch_0,50,179980,2e0dc98de56b8458842ffb1f6948117ffa57572928f3d2c3f5e2e18c51a6cb04,1785372891590000000,1785374691380000000
skhynix_stage_h0a_support_v1,jul30,segment_0003,segment_0003:epoch_0,100,179980,56014b338a2aa1137330e686c5545731ac53a72fbc5976fa84edfc9c342d94f0,1785372891590000000,1785374691380000000
skhynix_stage_h0a_support_v1,jul30,segment_0003,segment_0003:epoch_0,250,179980,ccb624e34b80b38bb0092f53bbd99816a8f5891330028203eeda9480b0673f7e,1785372891590000000,1785374691380000000
skhynix_stage_h0a_support_v1,jul30,segment_0003,segment_0003:epoch_0,500,179980,72d33e9ca2d149a5a5c13fa007d2101e928a83f51cb3e49f17361e837aad40bb,1785372891590000000,1785374691380000000
skhynix_stage_h0a_support_v1,jul30,segment_0003,segment_0003:epoch_0,1000,179980,dd0d5112ad54c31a093747c8ca798641b978c0c0f921b97ec931e91b64067d25,1785372891590000000,1785374691380000000
skhynix_stage_h0a_support_v1,jul30,segment_0003,segment_0003:epoch_0,2000,179980,012159246899a693401bca0afa2e633d2f7a847c28d55dc2166f55b6b3e28857,1785372891590000000,1785374691380000000
skhynix_stage_h0a_support_v1,jul30,segment_0004,segment_0004:epoch_0,50,179976,3d5d8899280ce82af808d616664c776f88a17077ed2509f4b78b18705938d9dc,1785374692830000000,1785376492580000000
skhynix_stage_h0a_support_v1,jul30,segment_0004,segment_0004:epoch_0,100,179976,e4b3ac743250f290b7dd906aeb5c810133d0ce16f7a1508219b26f015159b652,1785374692830000000,1785376492580000000
skhynix_stage_h0a_support_v1,jul30,segment_0004,segment_0004:epoch_0,250,179976,f8db8846fe749cfa103a01dd18d76ff46259f4c462d0934b9853e6f5f44adcbf,1785374692830000000,1785376492580000000
skhynix_stage_h0a_support_v1,jul30,segment_0004,segment_0004:epoch_0,500,179976,a8829660f130fb7d03de2cf02f63160674ce111799a3877c97c2fbea0327e9ae,1785374692830000000,1785376492580000000
skhynix_stage_h0a_support_v1,jul30,segment_0004,segment_0004:epoch_0,1000,179976,30094a562f27bed56462c2ee66c9af69ca6dae9670adabc1dba5cf9f8c945b5c,1785374692830000000,1785376492580000000
skhynix_stage_h0a_support_v1,jul30,segment_0004,segment_0004:epoch_0,2000,179976,a9c9932eb8716cfa0e46ca9e3eecb0da598b0695b672c6a1a5a866918fa952a5,1785374692830000000,1785376492580000000
skhynix_stage_h0a_support_v1,jul30,segment_0005,segment_0005:epoch_0,50,179982,4331505dbe336044329d4be6cf3f6512bb4b9d3cc190b71dca6786ac6d80f363,1785376493680000000,1785378293490000000
skhynix_stage_h0a_support_v1,jul30,segment_0005,segment_0005:epoch_0,100,179982,95496cd9e42a291779936df3dc1bc1882944a89144ca2a2c195bd729233f25bb,1785376493680000000,1785378293490000000
skhynix_stage_h0a_support_v1,jul30,segment_0005,segment_0005:epoch_0,250,179982,1087f06b4864cb0278347c6698ab91103b1b843c66fa85ef3f5300fa266b00b6,1785376493680000000,1785378293490000000
skhynix_stage_h0a_support_v1,jul30,segment_0005,segment_0005:epoch_0,500,179982,2a9a621ce45eee45ed992bb07975ca5106d93476ab8e4fe955e5a98512aaac29,1785376493680000000,1785378293490000000
skhynix_stage_h0a_support_v1,jul30,segment_0005,segment_0005:epoch_0,1000,179982,34f4089276062ee87d308cd9de1cc18429218e298d72646b8140457b19f86a1d,1785376493680000000,1785378293490000000
skhynix_stage_h0a_support_v1,jul30,segment_0005,segment_0005:epoch_0,2000,179982,8bc1dd0305ce3218994a3caca260880954aee6a7860ffa9c99810aceab161f31,1785376493680000000,1785378293490000000
skhynix_stage_h0a_support_v1,jul30,segment_0006,segment_0006:epoch_0,50,179979,c65f1283003a4b1ce446853f9bc823bec4522c15ef2e6385a49a4f1527670a5f,1785378294620000000,1785380094400000000
skhynix_stage_h0a_support_v1,jul30,segment_0006,segment_0006:epoch_0,100,179979,dfc57325a7559d762ba6a98374b3b84f0fbb2beebdb3c1c16f8511a145747959,1785378294620000000,1785380094400000000
skhynix_stage_h0a_support_v1,jul30,segment_0006,segment_0006:epoch_0,250,179979,5a229e996c98141f601466d4b53700b0f8614a8c2aa6bbaab2e95020c4f72be3,1785378294620000000,1785380094400000000
skhynix_stage_h0a_support_v1,jul30,segment_0006,segment_0006:epoch_0,500,179979,aecb053088d893a0a5cc56df4e17fb8438ad843a3ac90a1e178e523a0f8ca62c,1785378294620000000,1785380094400000000
skhynix_stage_h0a_support_v1,jul30,segment_0006,segment_0006:epoch_0,1000,179979,b61b46016157d8ebd32139c24c4df893956fa6ab5ed19b2d1b4e605e43d6c392,1785378294620000000,1785380094400000000
skhynix_stage_h0a_support_v1,jul30,segment_0006,segment_0006:epoch_0,2000,179979,24421e9a536a669876f719fcdab3904b4eca1db81856a57bc70a5456acb3f841,1785378294620000000,1785380094400000000
skhynix_stage_h0a_support_v1,jul30,segment_0007,segment_0007:epoch_0,50,179984,b3b2bc47dc54850d3b3cb4311866b734b0a4bc49a7468443269beea124b6c0ef,1785380095490000000,1785381895320000000
skhynix_stage_h0a_support_v1,jul30,segment_0007,segment_0007:epoch_0,100,179984,dbf068a7912ab713275063760e382e9c73f04d538cc98652e76d93716a355657,1785380095490000000,1785381895320000000
skhynix_stage_h0a_support_v1,jul30,segment_0007,segment_0007:epoch_0,250,179984,dc8a32cb9b31cfcd8998f96d9f6bd09cb62b4d199053907bf31c114fcc7f5046,1785380095490000000,1785381895320000000
skhynix_stage_h0a_support_v1,jul30,segment_0007,segment_0007:epoch_0,500,179984,7be425a090a3dfbd8bf1ae654f07866394c6a259ae1cdb2d224c7829d2c81807,1785380095490000000,1785381895320000000
skhynix_stage_h0a_support_v1,jul30,segment_0007,segment_0007:epoch_0,1000,179984,57547a40e5dcbdf64056734a556fb1a24a907f9af41e356e983fb8d182ab1546,1785380095490000000,1785381895320000000
skhynix_stage_h0a_support_v1,jul30,segment_0007,segment_0007:epoch_0,2000,179984,ee5950b597133d965f4d4336114484b6488b8ad0249627c957aa8b0d8c6d9a95,1785380095490000000,1785381895320000000
skhynix_stage_h0a_support_v1,jul30,segment_0008,segment_0008:epoch_0,50,179979,930766f386b7b75ab2c5460b570b41faf821e11f8a8eb69feff8abeac29f6f29,1785381896450000000,1785383696230000000
skhynix_stage_h0a_support_v1,jul30,segment_0008,segment_0008:epoch_0,100,179979,90ba7757118f5747ed095d6cf25be7f2edd839fc66892ea015c5d4e1c99c5783,1785381896450000000,1785383696230000000
skhynix_stage_h0a_support_v1,jul30,segment_0008,segment_0008:epoch_0,250,179979,44e74d489597927690427e14e91149e9945619fe47d324edeb93d58d3f3c8941,1785381896450000000,1785383696230000000
skhynix_stage_h0a_support_v1,jul30,segment_0008,segment_0008:epoch_0,500,179979,c28d1fc02f92c2c450a30ab161ff9d4b84ef99fee6cce1530ca9db78df5991c5,1785381896450000000,1785383696230000000
skhynix_stage_h0a_support_v1,jul30,segment_0008,segment_0008:epoch_0,1000,179979,b59166e7d2368adc4e9fe2dfda29b47a49b7ee6c01c7513afc98c13f6f3134d0,1785381896450000000,1785383696230000000
skhynix_stage_h0a_support_v1,jul30,segment_0008,segment_0008:epoch_0,2000,179979,3e1f054621f0d485c7d5d3f8f3e3b187eee39b717e7f8761a110794d3bb80aae,1785381896450000000,1785383696230000000
