capture_id,research_date,role,side,cross_ts_ns,detect_ts_ns,detection_delay_ms,obi_at_detection,remaining_ms
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,-1,1785314534200000000,1785314537800000000,3600,-0.8070388315359518,910200
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,1,1785314553900000000,1785314555900000000,2000,0.6844274165850222,892100
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,-1,1785314569100000000,1785314570100000000,1000,-0.7718345222693623,877900
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,1,1785314603300000000,1785314604900000000,1600,0.5722021445252466,843100
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,-1,1785314614100000000,1785314615300000000,1200,-0.9849398801286481,832700
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,1,1785314652700000000,1785314653600000000,900,0.670588225709497,794400
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,-1,1785314678300000000,1785314679200000000,900,-0.7205882318164583,768800
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,1,1785314681500000000,1785314683400000000,1900,0.8275183372007797,764600
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,-1,1785314701700000000,1785314704100000000,2400,-0.856406588831616,743900
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,1,1785314707200000000,1785314708100000000,900,0.7298578141416464,739900
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,-1,1785314718100000000,1785314719000000000,900,-0.7863070479177601,729000
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,1,1785314734900000000,1785314737100000000,2200,0.8316326639810643,710900
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,-1,1785314752100000000,1785314753100000000,1000,-0.9813945128711633,694900
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,1,1785314770500000000,1785314771400000000,900,0.8424326241630263,676600
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,-1,1785314805700000000,1785314806600000000,900,-0.7983682877597942,641400
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,1,1785314807000000000,1785314808100000000,1100,0.9465677934235796,639900
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,-1,1785314811700000000,1785314812600000000,900,-0.9069896269876704,635400
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,1,1785314815200000000,1785314816100000000,900,0.7277289800143414,631900
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,-1,1785314842900000000,1785314849700000000,6800,-0.7859237650066628,598300
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,1,1785314852100000000,1785314854800000000,2700,0.8831030794493209,593200
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,-1,1785314867100000000,1785314869500000000,2400,-0.7316293938608734,578500
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,1,1785314904800000000,1785314905800000000,1000,0.5773420479774267,542200
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,-1,1785314931100000000,1785314933000000000,1900,-0.9298445125256047,515000
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,1,1785314933200000000,1785314934500000000,1300,0.7430167703887268,513500
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,-1,1785314946700000000,1785314947600000000,900,-0.9412444261896842,500400
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,1,1785314956600000000,1785314958200000000,1600,0.7465667866992733,489800
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,-1,1785314999000000000,1785315000400000000,1400,-0.5423728845834651,447600
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,1,1785315010800000000,1785315013900000000,3100,0.6735187376770007,434100
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,-1,1785315014900000000,1785315016000000000,1100,-0.8750844543687559,432000
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,1,1785315023700000000,1785315024600000000,900,0.6361683652821567,423400
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,-1,1785315029600000000,1785315031400000000,1800,-0.9380345743419027,416600
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,1,1785315050900000000,1785315052100000000,1200,0.6788096345726524,395900
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,-1,1785315068900000000,1785315069800000000,900,-0.954120228454305,378200
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,1,1785315076500000000,1785315077600000000,1100,0.7709772975953154,370400
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,-1,1785315089400000000,1785315090300000000,900,-0.6730930676338625,357700
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,1,1785315097500000000,1785315099500000000,2000,0.6989399315921279,348500
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,-1,1785315136400000000,1785315139100000000,2700,-0.963902699506386,308900
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,1,1785315141900000000,1785315142900000000,1000,0.8151774857270373,305100
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,-1,1785315151800000000,1785315152700000000,900,-0.9656636855215106,295300
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,1,1785315162100000000,1785315163000000000,900,0.7478991487935985,285000
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,-1,1785315200100000000,1785315201300000000,1200,-0.8881942425574727,246700
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,1,1785315208800000000,1785315209800000000,1000,0.6688311823552977,238200
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,-1,1785315218400000000,1785315219600000000,1200,-0.6860119076357514,228400
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,1,1785315221000000000,1785315222700000000,1700,0.7801403594494615,225300
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,-1,1785315225000000000,1785315226200000000,1200,-0.9100549242808988,221800
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,1,1785315284000000000,1785315286300000000,2300,0.6982857018698746,161700
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,-1,1785315339400000000,1785315342700000000,3300,-0.8433420329912735,105300
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,1,1785315358100000000,1785315363500000000,5400,0.5418569043808878,84500
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,-1,1785315387900000000,1785315388900000000,1000,-0.7731755343214541,59100
2026-07-29_0540d8311fc2,2026-07-29,historical_normalization_calibration,1,1785315390000000000,1785315391100000000,1100,0.7983050926025959,56900
2026-07-30_2cc63928e27f,2026-07-30,historical_method_development,-1,1785369356500000000,1785369357400000000,900,-0.6029159461485124,1731900
2026-07-30_2cc63928e27f,2026-07-30,historical_method_development,1,1785369449800000000,1785369451000000000,1200,0.7181818195781947,1638300
2026-07-30_2cc63928e27f,2026-07-30,historical_method_development,-1,1785369474800000000,1785369477600000000,2800,-0.5759717356933842,1611700
2026-07-30_2cc63928e27f,2026-07-30,historical_method_development,1,1785369482900000000,1785369485300000000,2400,0.810823992161446,1604000
2026-07-30_bd0fb3d8fa82,2026-07-30,historical_method_development,-1,1785371542900000000,1785371543800000000,900,-0.5644859858666182,1346600
2026-07-30_bd0fb3d8fa82,2026-07-30,historical_method_development,1,1785371675800000000,1785371678100000000,2300,0.7603129315541921,1212300
2026-07-30_bd0fb3d8fa82,2026-07-30,historical_method_development,-1,1785372618800000000,1785372622800000000,4000,-0.8574610281107865,267600
2026-07-30_bd0fb3d8fa82,2026-07-30,historical_method_development,1,1785372806100000000,1785372807500000000,1400,0.6874095465860737,82900
2026-07-30_bd0fb3d8fa82,2026-07-30,historical_method_development,-1,1785372882200000000,1785372884200000000,2000,-0.8196363616968751,6200
2026-07-30_d88a85361fb1,2026-07-30,historical_method_development,1,1785373088200000000,1785373089300000000,1100,0.8777388139657294,1602000
2026-07-30_d88a85361fb1,2026-07-30,historical_method_development,-1,1785373310600000000,1785373311600000000,1000,-0.7707362731025811,1379700
2026-07-30_d88a85361fb1,2026-07-30,historical_method_development,1,1785374030600000000,1785374031800000000,1200,0.6767676802061844,659500
2026-07-30_b19ed82d662d,2026-07-30,historical_method_development,-1,1785375671400000000,1785375674400000000,3000,-0.8649561097679512,818100
2026-07-30_b19ed82d662d,2026-07-30,historical_method_development,1,1785376106500000000,1785376108800000000,2300,0.5975443372390056,383700
2026-07-30_b19ed82d662d,2026-07-30,historical_method_development,-1,1785376187300000000,1785376188200000000,900,-0.6576728425173431,304300
2026-07-30_b19ed82d662d,2026-07-30,historical_method_development,1,1785376213400000000,1785376214800000000,1400,0.556531282192199,277700
2026-07-30_b19ed82d662d,2026-07-30,historical_method_development,-1,1785376297800000000,1785376298700000000,900,-0.7357798129394155,193800
2026-07-30_c655ea10171f,2026-07-30,historical_method_development,1,1785378613400000000,1785378614400000000,1000,0.7841306878142458,1480000
2026-07-30_c655ea10171f,2026-07-30,historical_method_development,-1,1785378645500000000,1785378646400000000,900,-0.5995550742548686,1448000
2026-07-30_c655ea10171f,2026-07-30,historical_method_development,1,1785378877500000000,1785378880300000000,2800,0.7724413952225186,1214100
2026-07-30_c655ea10171f,2026-07-30,historical_method_development,-1,1785378932600000000,1785378933600000000,1000,-0.9068249215563041,1160800
2026-07-30_c655ea10171f,2026-07-30,historical_method_development,1,1785379050500000000,1785379055400000000,4900,0.9245283057945856,1039000
2026-07-30_c655ea10171f,2026-07-30,historical_method_development,-1,1785379324100000000,1785379326200000000,2100,-0.7147595248508706,768200
2026-07-30_c655ea10171f,2026-07-30,historical_method_development,1,1785379443400000000,1785379446400000000,3000,0.9102185410101323,648000
2026-07-30_c655ea10171f,2026-07-30,historical_method_development,-1,1785379552000000000,1785379552900000000,900,-0.8800243674479554,541500
2026-07-30_c655ea10171f,2026-07-30,historical_method_development,1,1785379714500000000,1785379717600000000,3100,0.8908280786874702,376800
2026-07-30_c655ea10171f,2026-07-30,historical_method_development,-1,1785379855600000000,1785379856500000000,900,-0.8862449186261042,237900
2026-07-30_f91aa7f4acf1,2026-07-30,historical_method_development,1,1785380627200000000,1785380629300000000,2100,0.9338605335540687,1266000
2026-07-30_f91aa7f4acf1,2026-07-30,historical_method_development,-1,1785380783800000000,1785380785100000000,1300,-0.7983870850779275,1110200
2026-07-30_f91aa7f4acf1,2026-07-30,historical_method_development,1,1785381175600000000,1785381176800000000,1200,0.6608652454806186,718500
2026-07-30_f91aa7f4acf1,2026-07-30,historical_method_development,-1,1785381188200000000,1785381191500000000,3300,-0.8170237501944965,703800
2026-07-30_f91aa7f4acf1,2026-07-30,historical_method_development,1,1785381333300000000,1785381334200000000,900,0.5927698019806978,561100
2026-07-30_f91aa7f4acf1,2026-07-30,historical_method_development,-1,1785381336500000000,1785381337400000000,900,-0.7010253541391999,557900
2026-07-30_f91aa7f4acf1,2026-07-30,historical_method_development,1,1785381513500000000,1785381514400000000,900,0.9255319142522012,380900
2026-07-30_f91aa7f4acf1,2026-07-30,historical_method_development,-1,1785381644100000000,1785381646000000000,1900,-0.6000000075375005,249300
2026-07-30_f91aa7f4acf1,2026-07-30,historical_method_development,1,1785381707100000000,1785381708400000000,1300,0.7426021660030732,186900
2026-07-30_f91aa7f4acf1,2026-07-30,historical_method_development,-1,1785381796300000000,1785381797300000000,1000,-0.9770611490847038,98000
2026-07-30_f91aa7f4acf1,2026-07-30,historical_method_development,1,1785381848900000000,1785381850000000000,1100,0.9127187910294742,45300
2026-07-30_f91aa7f4acf1,2026-07-30,historical_method_development,-1,1785381859100000000,1785381861200000000,2100,-0.8190255293315539,34100
2026-07-30_47309d2a7046,2026-07-30,historical_method_development,-1,1785382180200000000,1785382181100000000,900,-0.758196724836316,1515100
2026-07-30_47309d2a7046,2026-07-30,historical_method_development,1,1785382719900000000,1785382721800000000,1900,0.7735849070967893,974400
2026-07-30_47309d2a7046,2026-07-30,historical_method_development,-1,1785382740200000000,1785382741100000000,900,-0.8244561173203115,955100
2026-07-30_47309d2a7046,2026-07-30,historical_method_development,1,1785382745000000000,1785382746600000000,1600,0.5424354224536552,949600
2026-07-30_47309d2a7046,2026-07-30,historical_method_development,-1,1785382785100000000,1785382786300000000,1200,-0.8874680328226833,909900
2026-07-30_47309d2a7046,2026-07-30,historical_method_development,1,1785382834500000000,1785382836600000000,2100,0.9100729978554739,859600
2026-07-30_47309d2a7046,2026-07-30,historical_method_development,-1,1785382915400000000,1785382917300000000,1900,-0.8269938572216703,778900
2026-07-30_47309d2a7046,2026-07-30,historical_method_development,1,1785383021000000000,1785383022600000000,1600,0.5022761807490406,673600
2026-07-30_47309d2a7046,2026-07-30,historical_method_development,-1,1785383059800000000,1785383060700000000,900,-0.879032256510921,635500
2026-07-30_47309d2a7046,2026-07-30,historical_method_development,1,1785383176500000000,1785383177700000000,1200,0.9536464755978709,518500
2026-07-30_47309d2a7046,2026-07-30,historical_method_development,-1,1785383360300000000,1785383361700000000,1400,-0.7941422675557288,334500
2026-07-30_47309d2a7046,2026-07-30,historical_method_development,1,1785383367000000000,1785383369100000000,2100,0.848309980538326,327100
2026-07-30_47309d2a7046,2026-07-30,historical_method_development,-1,1785383447300000000,1785383448800000000,1500,-0.915555558047155,247400
2026-07-30_47309d2a7046,2026-07-30,historical_method_development,1,1785383544400000000,1785383547100000000,2700,0.9599198397995908,149100
2026-07-30_47309d2a7046,2026-07-30,historical_method_development,-1,1785383584600000000,1785383588000000000,3400,-0.6488833861855384,108200
2026-07-30_47309d2a7046,2026-07-30,historical_method_development,1,1785383619200000000,1785383620200000000,1000,0.6794425174940403,76000
2026-07-30_47309d2a7046,2026-07-30,historical_method_development,-1,1785383620300000000,1785383621200000000,900,-0.7753304091588056,75000
2026-07-30_47309d2a7046,2026-07-30,historical_method_development,1,1785383660900000000,1785383661800000000,900,0.706132358398757,34400
2026-07-30_47309d2a7046,2026-07-30,historical_method_development,-1,1785383676100000000,1785383677000000000,900,-0.8719121701483578,19200
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,1,1785713600800000000,1785713603900000000,3100,0.7005347575663159,1786900
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,-1,1785713607600000000,1785713609000000000,1400,-0.6844494878503502,1781800
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,1,1785713618700000000,1785713620200000000,1500,0.6016427057376622,1770600
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,-1,1785713625900000000,1785713626800000000,900,-0.7955555548234751,1764000
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,1,1785713626900000000,1785713631900000000,5000,0.7766749361629246,1758900
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,-1,1785713650400000000,1785713654500000000,4100,-0.6346515993279542,1736300
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,1,1785713667900000000,1785713672400000000,4500,0.7845705775487319,1718400
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,-1,1785713714800000000,1785713715700000000,900,-0.9978188159902693,1675100
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,1,1785713732400000000,1785713734000000000,1600,0.794770611707511,1656800
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,-1,1785713741400000000,1785713743700000000,2300,-0.8117283862591446,1647100
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,1,1785713754300000000,1785713755700000000,1400,0.7898949451193215,1635100
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,-1,1785713764300000000,1785713765500000000,1200,-0.7347603625557277,1625300
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,1,1785713785100000000,1785713789000000000,3900,0.6634050911666961,1601800
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,-1,1785713790000000000,1785713790900000000,900,-0.946685369279555,1599900
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,1,1785713794600000000,1785713799300000000,4700,0.7211155413001842,1591500
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,-1,1785713839100000000,1785713847000000000,7900,-0.8392318322697835,1543800
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,1,1785713890100000000,1785713892200000000,2100,0.6161395293050304,1498600
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,-1,1785713895300000000,1785713896200000000,900,-0.7886647403378831,1494600
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,-1,1785713977500000000,1785713985600000000,8100,-0.6145181523426141,1405200
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,1,1785714003000000000,1785714006700000000,3700,0.5987558369904197,1384100
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,-1,1785714049800000000,1785714053900000000,4100,-0.7130089411926935,1336900
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,1,1785714100200000000,1785714103000000000,2800,0.570438809001624,1287800
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,-1,1785714117100000000,1785714119000000000,1900,-0.5469613300760946,1271800
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,1,1785714137300000000,1785714144000000000,6700,0.5878285167771911,1246800
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,-1,1785714149800000000,1785714156000000000,6200,-0.525373117822186,1234800
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,1,1785714160200000000,1785714162600000000,2400,0.6417910557072788,1228200
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,-1,1785714185100000000,1785714186000000000,900,-0.553459087775387,1204800
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,-1,1785714214700000000,1785714219100000000,4400,-0.5757575841008232,1171700
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,1,1785714523900000000,1785714529900000000,6000,0.5129870200308381,860900
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,-1,1785714652100000000,1785714654600000000,2500,-0.6319018452097547,736200
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,1,1785714728600000000,1785714730100000000,1500,0.651122620580661,660700
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,-1,1785714753700000000,1785714754700000000,1000,-0.6199484023605031,636100
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,1,1785714766800000000,1785714767700000000,900,0.8151950736464676,623100
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,-1,1785714768300000000,1785714769300000000,1000,-0.572107783604155,621500
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,1,1785714809800000000,1785714813400000000,3600,0.8258877321418797,577400
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,-1,1785714824500000000,1785714825600000000,1100,-0.9230769212566945,565200
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,1,1785714844400000000,1785714845400000000,1000,0.7530266423422484,545400
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,-1,1785714875300000000,1785714880800000000,5500,-0.7594339683399564,510000
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,1,1785714881000000000,1785714881900000000,900,0.9375898855759212,508900
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,-1,1785715044600000000,1785715045700000000,1100,-0.6906666605833128,345100
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,1,1785715051900000000,1785715054100000000,2200,0.6940639122691246,336700
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,-1,1785715059600000000,1785715061100000000,1500,-0.7034482850051286,329700
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,1,1785715081400000000,1785715083900000000,2500,0.6805369207233581,306900
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,-1,1785715091500000000,1785715092400000000,900,-0.7671728210166773,298400
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,1,1785715099800000000,1785715106700000000,6900,0.5932203348420705,284100
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,-1,1785715144500000000,1785715145900000000,1400,-0.6896551591823273,244900
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,1,1785715149200000000,1785715153200000000,4000,0.9001413130786451,237600
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,-1,1785715172600000000,1785715173500000000,900,-0.8508239468561636,217300
2026-08-03_f1ce2c62420e,2026-08-03,historical_method_development,1,1785715178900000000,1785715179800000000,900,0.761565841554053,211000
2026-08-03_d0a70a33d273,2026-08-03,historical_method_development,1,1785715602800000000,1785715605600000000,2800,0.5300439708330545,1586100
2026-08-03_d0a70a33d273,2026-08-03,historical_method_development,-1,1785715670700000000,1785715672700000000,2000,-0.8555265485873899,1519000
2026-08-03_d0a70a33d273,2026-08-03,historical_method_development,1,1785716269400000000,1785716270700000000,1300,0.7206982612812902,921000
2026-08-03_d0a70a33d273,2026-08-03,historical_method_development,-1,1785716316300000000,1785716317400000000,1100,-0.7357142774882971,874300
2026-08-03_d0a70a33d273,2026-08-03,historical_method_development,1,1785716364000000000,1785716370800000000,6800,0.6443514693003746,820900
2026-08-03_d0a70a33d273,2026-08-03,historical_method_development,-1,1785716520000000000,1785716521700000000,1700,-0.976440417889013,670000
2026-08-03_d0a70a33d273,2026-08-03,historical_method_development,1,1785716690600000000,1785716691500000000,900,0.7829181379642615,500200
2026-08-03_d0a70a33d273,2026-08-03,historical_method_development,-1,1785716692600000000,1785716694100000000,1500,-0.8918711701141047,497600
2026-08-03_d0a70a33d273,2026-08-03,historical_method_development,1,1785716719500000000,1785716723000000000,3500,0.8041922309670444,468700
2026-08-03_d0a70a33d273,2026-08-03,historical_method_development,-1,1785716781400000000,1785716783100000000,1700,-0.907686216376821,408600
2026-08-03_2994fc7a75af,2026-08-03,historical_method_development,-1,1785721000900000000,1785721003100000000,2200,-0.8008026434737249,1591300
2026-08-03_2994fc7a75af,2026-08-03,historical_method_development,1,1785721077200000000,1785721078400000000,1200,0.6632200940951636,1516000
2026-08-03_2994fc7a75af,2026-08-03,historical_method_development,-1,1785721128200000000,1785721131300000000,3100,-0.7952853527666517,1463100
2026-08-03_2994fc7a75af,2026-08-03,historical_method_development,1,1785721148100000000,1785721151300000000,3200,0.6921322624369967,1443100
