schema_version,task_id,sample_sequence,event_sequence,event_type,monotonic_ns,audit_utc_ns,order_reference_token,source,classification,detail_code
skhynix_c6in_latency_v2,0822T002,8,1,submit_call_start,593576327868940,1787453300015174605,order_ref_sha256_5160c5b16dbfacf05d5f5190234969fe7a2f6de088a79363baa504fbca1f7e21,c6in_official_sdk,request_started,
skhynix_c6in_latency_v2,0822T002,8,2,submit_response_end,593576706494879,1787453300393800712,order_ref_sha256_5160c5b16dbfacf05d5f5190234969fe7a2f6de088a79363baa504fbca1f7e21,c6in_official_sdk,response_received,
skhynix_c6in_latency_v2,0822T002,8,3,resting_confirm,593576726350215,1787453300413656094,order_ref_sha256_5160c5b16dbfacf05d5f5190234969fe7a2f6de088a79363baa504fbca1f7e21,c6in_official_sdk,exact_reference_resting,
skhynix_c6in_latency_v2,0822T002,8,4,risk_decision_ready,593576976412706,1787453300663718751,order_ref_sha256_5160c5b16dbfacf05d5f5190234969fe7a2f6de088a79363baa504fbca1f7e21,c6in_official_sdk,frozen_settle_complete,
skhynix_c6in_latency_v2,0822T002,8,5,cancel_enqueue,593576976414785,1787453300663720082,order_ref_sha256_5160c5b16dbfacf05d5f5190234969fe7a2f6de088a79363baa504fbca1f7e21,c6in_official_sdk,cancel_enqueued,
skhynix_c6in_latency_v2,0822T002,8,6,cancel_call_start,593576976416439,1787453300663721721,order_ref_sha256_5160c5b16dbfacf05d5f5190234969fe7a2f6de088a79363baa504fbca1f7e21,c6in_official_sdk,request_started,
skhynix_c6in_latency_v2,0822T002,8,7,terminal_observation_start,593576976416787,1787453300663722161,order_ref_sha256_5160c5b16dbfacf05d5f5190234969fe7a2f6de088a79363baa504fbca1f7e21,c6in_official_sdk,exact_reference_poll_started,
skhynix_c6in_latency_v2,0822T002,8,8,cancel_response_end,593577681772174,1787453301369077916,order_ref_sha256_5160c5b16dbfacf05d5f5190234969fe7a2f6de088a79363baa504fbca1f7e21,c6in_official_sdk,response_received,normal
skhynix_c6in_latency_v2,0822T002,8,9,terminal_confirm,593577897175660,1787453301584481327,order_ref_sha256_5160c5b16dbfacf05d5f5190234969fe7a2f6de088a79363baa504fbca1f7e21,c6in_official_sdk,exact_reference_cancel_confirmed,
skhynix_c6in_latency_v2,0822T002,8,10,final_open_orders_confirm,593577927509386,1787453301614815091,order_ref_sha256_5160c5b16dbfacf05d5f5190234969fe7a2f6de088a79363baa504fbca1f7e21,c6in_official_sdk,private_safety_reconciled,
skhynix_c6in_latency_v2,0822T002,9,1,submit_call_start,593596318697192,1787453320006002851,order_ref_sha256_d040084c3e3e08eaec6aeac74b3a3874f8ac3545f9ccd7ff681075019582381d,c6in_official_sdk,request_started,
skhynix_c6in_latency_v2,0822T002,9,2,submit_response_end,593596727459501,1787453320414765147,order_ref_sha256_d040084c3e3e08eaec6aeac74b3a3874f8ac3545f9ccd7ff681075019582381d,c6in_official_sdk,response_received,
skhynix_c6in_latency_v2,0822T002,9,3,resting_confirm,593596749072592,1787453320436378317,order_ref_sha256_d040084c3e3e08eaec6aeac74b3a3874f8ac3545f9ccd7ff681075019582381d,c6in_official_sdk,exact_reference_resting,
skhynix_c6in_latency_v2,0822T002,9,4,risk_decision_ready,593596999135423,1787453320686441696,order_ref_sha256_d040084c3e3e08eaec6aeac74b3a3874f8ac3545f9ccd7ff681075019582381d,c6in_official_sdk,frozen_settle_complete,
skhynix_c6in_latency_v2,0822T002,9,5,cancel_enqueue,593596999137575,1787453320686442897,order_ref_sha256_d040084c3e3e08eaec6aeac74b3a3874f8ac3545f9ccd7ff681075019582381d,c6in_official_sdk,cancel_enqueued,
skhynix_c6in_latency_v2,0822T002,9,6,cancel_call_start,593596999138885,1787453320686444195,order_ref_sha256_d040084c3e3e08eaec6aeac74b3a3874f8ac3545f9ccd7ff681075019582381d,c6in_official_sdk,request_started,
skhynix_c6in_latency_v2,0822T002,9,7,terminal_observation_start,593596999139726,1787453320686445108,order_ref_sha256_d040084c3e3e08eaec6aeac74b3a3874f8ac3545f9ccd7ff681075019582381d,c6in_official_sdk,exact_reference_poll_started,
skhynix_c6in_latency_v2,0822T002,9,8,cancel_response_end,593597699858959,1787453321387164822,order_ref_sha256_d040084c3e3e08eaec6aeac74b3a3874f8ac3545f9ccd7ff681075019582381d,c6in_official_sdk,response_received,normal
skhynix_c6in_latency_v2,0822T002,9,9,terminal_confirm,593597704351990,1787453321391657610,order_ref_sha256_d040084c3e3e08eaec6aeac74b3a3874f8ac3545f9ccd7ff681075019582381d,c6in_official_sdk,exact_reference_cancel_confirmed,
