attempt,event_sequence,phase,open_orders_end_unix_seconds,open_orders_end_ns,pre_open_orders_public_state_seq,pre_open_orders_l2_state_seq,post_open_orders_public_state_seq,post_open_orders_l2_state_seq,post_open_orders_l2_local_receive_ts_ns,post_open_orders_public_state_channel,post_open_orders_exchange_time_ms,state_observed_after_open_orders_end,wait_timeout_seconds,status,reason,current_bid,current_ask,inference_scope
1,1428,post_open_orders_l2_resync,1784011121.8264952,1784011121826495232,1442,1441,1443,1443,1784011121904746503,l2Book,1784011121700,True,0.755,pass,,62692.0,62693.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,1477,post_open_orders_l2_resync,1784011136.312597,1784011136312596992,1492,1490,1493,1493,1784011136476350041,l2Book,1784011136255,True,0.75625,pass,,62680.0,62681.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,1548,post_open_orders_l2_resync,1784011151.309083,1784011151309082880,1564,1562,1565,1565,1784011151600167642,l2Book,1784011151357,True,0.6975,pass,,62678.0,62679.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,1550,post_open_orders_l2_resync,1784011151.853367,1784011151853367040,1567,1565,1569,1569,1784011152111588918,l2Book,1784011151907,True,0.6975,pass,,62672.0,62673.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,1560,post_open_orders_l2_resync,1784011154.6065729,1784011154606572800,1579,1577,1581,1581,1784011154817785266,l2Book,1784011154594,True,0.6975,pass,,62669.0,62670.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,1568,post_open_orders_l2_resync,1784011156.618278,1784011156618278144,1589,1588,1591,1591,1784011156950671724,l2Book,1784011156734,True,0.69625,pass,,62666.0,62667.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,1607,post_open_orders_l2_resync,1784011166.537442,1784011166537442048,1630,1628,1631,1631,1784011166615258074,l2Book,1784011166390,True,0.715,pass,,62659.0,62660.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,1619,post_open_orders_l2_resync,1784011170.5612442,1784011170561244160,1643,1642,1644,1644,1784011170841625608,l2Book,1784011170615,True,0.6925000000000001,pass,,62655.0,62656.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,1707,post_open_orders_l2_resync,1784011201.0511844,1784011201051184384,1732,1731,1734,1734,1784011201503674985,l2Book,1784011201262,True,0.6925000000000001,pass,,62641.0,62642.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,1710,post_open_orders_l2_resync,1784011202.1452637,1784011202145263616,1737,1736,1740,1740,1784011202537339049,l2Book,1784011202298,True,0.6925000000000001,pass,,62639.0,62640.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,1715,post_open_orders_l2_resync,1784011203.3723621,1784011203372362240,1745,1743,1747,1747,1784011203596258665,l2Book,1784011203368,True,0.6925000000000001,pass,,62631.0,62632.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,1757,post_open_orders_l2_resync,1784011214.2463844,1784011214246384384,1789,1788,1792,1792,1784011214363021290,l2Book,1784011214123,True,0.69125,pass,,62616.0,62617.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,2342,post_open_orders_l2_resync,1784011404.6089733,1784011404608973312,2377,2376,2378,2378,1784011404944923949,l2Book,1784011404722,True,0.69125,pass,,62663.0,62664.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,2676,post_open_orders_l2_resync,1784011532.3149488,1784011532314948864,2712,2711,2713,2713,1784011532358098924,l2Book,1784011532126,True,0.7625,pass,,62674.0,62675.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,2677,post_open_orders_l2_resync,1784011532.8200364,1784011532820036352,2714,2713,2715,2715,1784011532891133709,l2Book,1784011532673,True,0.7625,pass,,62673.0,62674.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,2709,post_open_orders_l2_resync,1784011545.5035238,1784011545503523840,2747,2745,2748,2748,1784011545631010173,l2Book,1784011545425,True,0.6925000000000001,pass,,62664.0,62665.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,3157,post_open_orders_l2_resync,1784011719.8740902,1784011719874090240,3196,3195,3197,3197,1784011720017969308,l2Book,1784011719802,True,0.68,pass,,62656.0,62657.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,3982,post_open_orders_l2_resync,1784012033.2807305,1784012033280730368,4022,4021,4023,4023,1784012033457067368,l2Book,1784012033234,True,0.685,pass,,62649.0,62650.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,4132,post_open_orders_l2_resync,1784012093.122992,1784012093122992128,4173,4172,4174,4174,1784012093312387781,l2Book,1784012093030,True,0.7162499999999999,pass,,62607.0,62608.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,4502,post_open_orders_l2_resync,1784012219.6271536,1784012219627153664,4544,4543,4545,4545,1784012220044855882,l2Book,1784012219822,True,0.7025000000000001,pass,,62575.0,62576.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,4985,post_open_orders_l2_resync,1784012401.3908994,1784012401390899456,5028,5027,5029,5029,1784012401636274919,l2Book,1784012401390,True,0.8462500000000001,pass,,62610.0,62611.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,4991,post_open_orders_l2_resync,1784012403.2033665,1784012403203366400,5035,5033,5036,5036,1784012403269233521,l2Book,1784012402999,True,0.8462500000000001,pass,,62605.0,62606.0,requires_l2Book_observed_after_private_open_orders_before_reprice
1,4993,post_open_orders_l2_resync,1784012404.3925688,1784012404392568832,5038,5037,5039,5039,1784012404392715627,l2Book,1784012404091,True,0.8462500000000001,pass,,62602.0,62603.0,requires_l2Book_observed_after_private_open_orders_before_reprice
