attempt,status,reason,handoff_phase,candidate_source_exchange_time_ms,candidate_age_seconds,max_age_seconds,trigger_candidate_source_exchange_time_ms,trigger_candidate_age_seconds,trigger_candidate_side,trigger_candidate_quote_px,trigger_candidate_size_btc,trigger_candidate_quality_bucket,trigger_candidate_freshness_status,trigger_candidate_skip_reason,current_reprice_allowed,current_reprice_skip_reason,current_reprice_candidate_source_exchange_time_ms,current_reprice_candidate_age_seconds,selected_side,selected_quote_px,current_bid,current_ask,selected_size_btc,max_order_size_btc,quality_bucket,current_same_side_top_qty_btc,current_same_side_top_order_count,current_top_depth_multiple_of_order,post_only_tif,post_only_non_crossing,current_touch_match,source
1,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,post_open_orders_inline_reprice,1784011136057,0.419,1.0,1784011136057,0.419,buy,62692,0.005,quality_a,pass,,False,outside_quality_a_b_queue_bands,1784011136057,0.419,,,62680.0,62681.0,,0.005,,2.35767,5,,Alo,False,False,inline_reprice_current_candidate_guard
1,pass,,post_open_orders_inline_reprice,1784011151101,0.499,1.0,1784011151101,0.499,buy,62680,0.005,quality_a,pass,,True,,1784011151101,0.499,buy,62678.0,62678.0,62679.0,0.005,0.005,quality_a,0.00033,1,0.066,Alo,True,True,inline_reprice_current_candidate_guard
1,pass,,post_open_orders_inline_reprice,1784011151644,0.467,1.0,1784011151644,0.467,buy,62678,8e-05,quality_a,pass,,True,,1784011151644,0.467,buy,62672.0,62672.0,62673.0,8e-05,0.005,quality_a,0.00079,1,9.875,Alo,True,True,inline_reprice_current_candidate_guard
1,pass,,post_open_orders_inline_reprice,1784011154393,0.425,1.0,1784011154393,0.425,buy,62672,0.00091,quality_a,pass,,True,,1784011154393,0.425,buy,62669.0,62669.0,62670.0,0.00091,0.005,quality_b,0.03056,1,33.58241758,Alo,True,True,inline_reprice_current_candidate_guard
1,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,post_open_orders_inline_reprice,1784011156412,0.538,1.0,1784011156412,0.538,buy,62669,0.005,quality_a,pass,,False,outside_quality_a_b_queue_bands,1784011156412,0.538,,,62666.0,62667.0,,0.005,,0.36612,3,,Alo,False,False,inline_reprice_current_candidate_guard
1,pass,,post_open_orders_inline_reprice,1784011166329,0.286,1.0,1784011166329,0.286,buy,62663,0.005,quality_a,pass,,True,,1784011166329,0.286,buy,62659.0,62659.0,62660.0,0.005,0.005,quality_a,0.05474,1,10.948,Alo,True,True,inline_reprice_current_candidate_guard
1,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,post_open_orders_inline_reprice,1784011170365,0.476,1.0,1784011170365,0.476,buy,62657,0.00113,quality_a,pass,,False,outside_quality_a_b_queue_bands,1784011170365,0.476,,,62655.0,62656.0,,0.005,,0.16864,3,,Alo,False,False,inline_reprice_current_candidate_guard
1,pass,,post_open_orders_inline_reprice,1784011200784,0.719,1.0,1784011200784,0.719,buy,62645,0.002,quality_b,pass,,True,,1784011200784,0.719,buy,62641.0,62641.0,62642.0,0.005,0.005,quality_a,0.0235,5,4.7,Alo,True,True,inline_reprice_current_candidate_guard
1,pass,,post_open_orders_inline_reprice,1784011201901,0.636,1.0,1784011201901,0.636,buy,62641,0.005,quality_a,pass,,True,,1784011201901,0.636,buy,62639.0,62639.0,62640.0,0.002,0.005,quality_b,0.1264,1,63.2,Alo,True,True,inline_reprice_current_candidate_guard
1,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,post_open_orders_inline_reprice,1784011203167,0.429,1.0,1784011203167,0.429,buy,62636,0.00171,quality_a,pass,,False,outside_quality_a_b_queue_bands,1784011203167,0.429,,,62631.0,62632.0,,0.005,,0.54245,2,,Alo,False,False,inline_reprice_current_candidate_guard
1,pass,,post_open_orders_inline_reprice,1784011213715,0.648,1.0,1784011213715,0.648,buy,62621,0.005,quality_a,pass,,True,,1784011213715,0.648,buy,62616.0,62616.0,62617.0,0.005,0.005,quality_a,0.00089,1,0.178,Alo,True,True,inline_reprice_current_candidate_guard
1,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,post_open_orders_inline_reprice,1784011404386,0.559,1.0,1784011404386,0.559,buy,62671,0.005,quality_a,pass,,False,outside_quality_a_b_queue_bands,1784011404386,0.559,,,62663.0,62664.0,,0.005,,6.90037,10,,Alo,False,False,inline_reprice_current_candidate_guard
1,pass,,post_open_orders_inline_reprice,1784011532057,0.301,1.0,1784011532057,0.301,buy,62679,0.00036,quality_a,pass,,True,,1784011532057,0.301,buy,62674.0,62674.0,62675.0,0.00036,0.005,quality_a,0.00092,1,2.55555556,Alo,True,True,inline_reprice_current_candidate_guard
1,pass,,post_open_orders_inline_reprice,1784011532592,0.299,1.0,1784011532592,0.299,buy,62674,0.00055,quality_a,pass,,True,,1784011532592,0.299,buy,62673.0,62673.0,62674.0,0.00055,0.005,quality_a,0.00157,1,2.85454545,Alo,True,True,inline_reprice_current_candidate_guard
1,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,post_open_orders_inline_reprice,1784011545296,0.335,1.0,1784011545296,0.335,buy,62672,0.005,quality_a,pass,,False,outside_quality_a_b_queue_bands,1784011545296,0.335,,,62664.0,62665.0,,0.005,,0.711,2,,Alo,False,False,inline_reprice_current_candidate_guard
1,pass,,post_open_orders_inline_reprice,1784011719657,0.361,1.0,1784011719657,0.361,buy,62661,0.005,quality_a,pass,,True,,1784011719657,0.361,buy,62656.0,62656.0,62657.0,0.005,0.005,quality_a,0.03303,1,6.606,Alo,True,True,inline_reprice_current_candidate_guard
1,pass,,post_open_orders_inline_reprice,1784012033036,0.421,1.0,1784012033036,0.421,buy,62651,0.00433,quality_a,pass,,True,,1784012033036,0.421,buy,62649.0,62649.0,62650.0,0.00433,0.005,quality_a,0.00931,2,2.15011547,Alo,True,True,inline_reprice_current_candidate_guard
1,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,post_open_orders_inline_reprice,1784012092915,0.397,1.0,1784012092915,0.397,buy,62610,0.00412,quality_a,pass,,False,outside_quality_a_b_queue_bands,1784012092915,0.397,,,62607.0,62608.0,,0.005,,0.60171,3,,Alo,False,False,inline_reprice_current_candidate_guard
1,fail_closed,outside_quality_a_b_queue_bands;missing_intent_limit_px;missing_or_nonpositive_intent_size;missing_quality_bucket,post_open_orders_inline_reprice,1784012219435,0.61,1.0,1784012219435,0.61,buy,62581,0.005,quality_a,pass,,False,outside_quality_a_b_queue_bands,1784012219435,0.61,,,62575.0,62576.0,,0.005,,6.3886,40,,Alo,False,False,inline_reprice_current_candidate_guard
1,pass,,post_open_orders_inline_reprice,1784012401054,0.582,1.0,1784012401054,0.582,buy,62613,0.00472,quality_a,pass,,True,,1784012401054,0.582,buy,62610.0,62610.0,62611.0,0.00472,0.005,quality_a,0.00265,1,0.56144068,Alo,True,True,inline_reprice_current_candidate_guard
1,pass,,post_open_orders_inline_reprice,1784012402944,0.325,1.0,1784012402944,0.325,buy,62608,0.005,quality_a,pass,,True,,1784012402944,0.325,buy,62605.0,62605.0,62606.0,0.005,0.005,quality_a,0.05771,2,11.542,Alo,True,True,inline_reprice_current_candidate_guard
1,pass,,post_open_orders_inline_reprice,1784012403958,0.434,1.0,1784012403958,0.434,buy,62605,0.0042,quality_a,pass,,True,,1784012403958,0.434,buy,62602.0,62602.0,62603.0,0.0042,0.005,quality_a,0.00222,1,0.52857143,Alo,True,True,inline_reprice_current_candidate_guard
